date,SPX,VIX,VVIX,Skew,Realized Vol
2015-06-19,2109.99,13.96,92.16,119.5,9.69
2015-06-22,2122.85,12.74,83.87,120.52,9.94
2015-06-23,2124.2,12.11,78.85,122.78,9.91
2015-06-24,2108.58,13.26,82.53,119.52,9.53
2015-06-25,2102.31,14.01,83.51,122.68,9.04
2015-06-26,2101.49,14.02,83.09,123.07,9.03
2015-06-29,2057.64,18.85,117.0,124.54,11.48
2015-06-30,2063.11,18.23,110.17,123.88,11.49
2015-07-01,2077.42,16.09,97.6,120.14,11.81
2015-07-02,2076.78,16.79,105.14,121.52,11.79
2015-07-02,2076.78,16.79,105.14,121.52,11.79
2015-07-06,2068.76,17.01,105.97,118.68,11.46
2015-07-07,2081.34,16.09,99.35,117.37,11.65
2015-07-08,2046.68,19.66,111.67,118.25,12.91
2015-07-09,2051.31,19.97,115.36,120.34,12.93
2015-07-10,2076.62,16.83,101.19,118.52,13.0
2015-07-13,2099.6,13.9,85.95,121.57,13.51
2015-07-14,2108.95,13.37,87.35,123.11,13.33
2015-07-15,2107.4,13.23,90.81,123.06,13.25
2015-07-16,2124.29,12.11,87.12,124.67,13.37
2015-07-17,2126.64,11.95,85.32,127.91,13.36
2015-07-20,2128.28,12.25,84.38,125.06,12.92
2015-07-21,2119.21,12.22,82.56,124.9,12.84
2015-07-22,2114.15,12.12,78.89,130.42,12.63
2015-07-23,2102.15,12.63,81.44,123.18,12.78
2015-07-24,2079.65,13.74,88.36,126.32,13.03
2015-07-27,2067.64,15.6,97.32,126.67,13.15
2015-07-28,2093.25,13.44,84.77,123.52,13.8
2015-07-29,2108.57,12.5,82.94,121.03,11.88
2015-07-30,2108.63,12.13,80.65,122.06,11.85
2015-07-31,2103.84,12.12,81.77,124.2,11.54
2015-08-03,2098.04,12.56,79.43,119.32,11.6
2015-08-04,2093.32,13.0,80.82,119.79,11.57
2015-08-05,2099.84,12.51,80.1,119.1,11.42
2015-08-06,2083.56,13.77,84.36,126.09,10.1
2015-08-07,2077.57,13.39,82.57,117.82,10.12
2015-08-10,2104.18,12.23,80.21,121.54,10.15
2015-08-11,2084.07,13.71,85.22,124.37,9.96
2015-08-12,2086.05,13.61,88.13,119.97,9.85
2015-08-13,2083.39,13.49,88.36,119.96,9.86
2015-08-14,2091.54,12.83,89.38,119.37,9.6
2015-08-17,2102.44,13.02,87.35,120.27,9.74
2015-08-18,2096.92,13.79,88.84,124.34,9.77
2015-08-19,2079.61,15.25,91.84,122.14,10.04
2015-08-20,2035.73,19.14,108.75,118.76,12.46
2015-08-21,1970.89,28.03,138.57,130.04,16.58
2015-08-24,1893.21,40.74,168.75,129.46,21.73
2015-08-25,1867.61,36.02,152.42,126.78,22.06
2015-08-26,1940.51,30.32,134.31,124.35,25.31
2015-08-27,1987.66,26.1,128.59,126.31,26.62
2015-08-28,1988.87,26.05,127.18,130.38,26.62
2015-08-31,1972.18,28.43,127.28,129.36,26.78
2015-09-01,1913.85,31.4,128.94,125.35,28.66
2015-09-02,1948.86,26.09,114.43,125.35,29.33
2015-09-03,1951.13,25.61,118.16,132.43,29.31
2015-09-04,1921.22,27.8,123.15,142.19,29.68
2015-09-04,1921.22,27.8,123.15,142.19,29.68
2015-09-08,1969.41,24.9,117.62,132.37,30.9
2015-09-09,1942.04,26.23,131.3,137.03,30.96
2015-09-10,1952.29,24.37,127.06,131.42,30.84
2015-09-11,1961.05,23.2,119.09,118.18,30.88
2015-09-14,1953.03,24.25,118.01,142.93,30.91
2015-09-15,1978.09,22.54,109.34,136.0,31.2
2015-09-16,1995.31,21.35,107.02,142.16,31.3
2015-09-17,1990.2,21.14,118.09,137.49,31.3
2015-09-18,1958.03,22.28,116.26,119.47,31.72
2015-09-21,1966.97,20.14,103.4,135.45,30.91
2015-09-22,1942.74,22.44,111.36,135.94,29.2
2015-09-23,1938.76,22.13,105.86,136.71,25.35
2015-09-24,1932.24,23.47,110.12,134.03,25.01
2015-09-25,1931.34,23.62,110.54,135.16,21.31
2015-09-28,1881.77,27.63,115.31,134.18,21.5
2015-09-29,1884.09,26.83,110.99,136.71,21.5
2015-09-30,1920.03,24.5,103.28,113.9,22.3
2015-10-01,1923.82,22.55,98.27,124.81,19.8
2015-10-02,1951.36,20.94,95.07,115.75,19.44
2015-10-05,1987.05,19.54,92.29,132.83,20.43
2015-10-06,1979.92,19.4,92.46,129.32,19.73
2015-10-07,1995.83,18.4,89.43,132.39,17.93
2015-10-08,2013.43,17.42,88.42,136.69,17.54
2015-10-09,2014.89,17.08,89.08,134.66,17.46
2015-10-12,2017.46,16.17,88.27,137.25,17.38
2015-10-13,2003.69,17.67,98.35,133.81,17.46
2015-10-14,1994.24,18.03,102.29,135.82,16.97
2015-10-15,2023.86,16.05,96.61,144.72,17.51
2015-10-16,2033.11,15.05,97.58,135.04,17.56
2015-10-19,2033.66,14.98,94.38,139.92,16.55
2015-10-20,2030.77,15.75,97.11,140.7,16.44
2015-10-21,2018.94,16.7,106.02,133.07,15.94
2015-10-22,2052.51,14.45,97.07,121.02,16.94
2015-10-23,2075.15,14.46,97.21,135.62,17.34
2015-10-26,2071.18,15.29,98.1,132.29,17.37
2015-10-27,2065.89,15.43,95.21,132.17,14.83
2015-10-28,2090.35,14.33,88.28,134.43,15.34
2015-10-29,2089.41,14.61,88.6,134.64,13.86
2015-10-30,2079.36,15.07,90.27,125.77,13.91
2015-11-02,2104.05,14.15,86.75,138.78,13.5
2015-11-03,2109.79,14.54,87.34,137.4,11.99
2015-11-04,2102.31,15.51,89.46,134.44,11.97
2015-11-05,2099.93,15.05,87.68,135.21,11.69
2015-11-06,2099.2,14.33,85.03,137.75,11.26
2015-11-09,2078.58,16.52,92.97,134.34,11.75
2015-11-10,2081.72,15.29,86.96,132.24,11.76
2015-11-11,2075.0,16.06,91.25,132.44,11.62
2015-11-12,2045.97,18.37,98.19,136.93,12.45
2015-11-13,2023.04,20.08,106.06,139.5,11.99
2015-11-16,2053.19,18.16,96.71,131.77,12.96
2015-11-17,2050.44,18.84,100.37,136.97,12.97
2015-11-18,2083.58,16.85,93.47,136.86,14.12
2015-11-19,2081.24,16.99,96.18,139.17,13.96
2015-11-20,2089.17,15.47,90.79,126.86,12.75
2015-11-23,2086.59,15.62,88.55,139.51,12.16
2015-11-24,2089.14,15.93,89.64,138.17,12.14
2015-11-25,2088.87,15.19,86.14,139.45,12.12
2015-11-25,2088.87,15.19,86.14,139.45,12.12
2015-11-27,2090.11,15.12,88.35,137.66,11.46
2015-11-30,2080.41,16.13,90.84,127.25,11.51
2015-12-01,2102.63,14.67,87.32,135.57,11.93
2015-12-02,2079.51,15.91,92.94,132.66,11.93
2015-12-03,2049.62,18.11,101.8,135.26,12.87
2015-12-04,2091.69,14.81,89.19,136.31,14.53
2015-12-07,2077.07,15.84,94.3,136.77,14.7
2015-12-08,2063.59,17.6,99.16,131.25,14.86
2015-12-09,2047.62,19.61,113.83,134.26,14.74
2015-12-10,2052.23,19.34,113.8,134.94,14.75
2015-12-11,2012.37,24.39,131.09,146.53,16.24
2015-12-14,2021.94,22.73,122.22,140.92,15.62
2015-12-15,2043.41,20.95,114.37,143.35,15.53
2015-12-16,2073.07,17.86,108.93,135.5,15.44
2015-12-17,2041.89,18.94,113.52,131.2,16.28
2015-12-18,2005.55,20.7,118.32,140.84,16.57
2015-12-21,2021.15,18.7,109.44,125.18,16.82
2015-12-22,2038.97,16.6,100.91,133.63,17.05
2015-12-23,2064.29,15.57,99.61,134.69,17.58
2015-12-24,2060.99,15.74,99.88,128.78,17.6
2015-12-24,2060.99,15.74,99.88,128.78,17.6
2015-12-28,2056.5,16.91,99.24,136.29,17.61
2015-12-29,2078.36,16.08,95.13,139.26,18.0
2015-12-30,2063.36,17.29,100.82,143.0,18.14
2015-12-31,2043.94,18.21,100.2,124.43,18.15
2015-12-31,2043.94,18.21,100.2,124.43,18.15
2016-01-04,2012.66,20.7,107.69,140.0,18.47
2016-01-05,2016.71,19.34,101.84,135.07,17.82
2016-01-06,1990.26,20.59,103.06,128.31,17.13
2016-01-07,1943.09,24.99,116.55,135.94,18.98
2016-01-08,1922.03,27.01,116.46,138.83,19.21
2016-01-11,1923.67,24.3,109.63,142.52,19.01
2016-01-12,1938.68,22.47,104.52,138.67,19.2
2016-01-13,1890.28,25.22,117.14,145.88,19.96
2016-01-14,1921.84,23.95,110.07,138.79,20.68
2016-01-15,1880.33,27.02,116.41,145.03,21.76
2016-01-15,1880.33,27.02,116.41,145.03,21.76
2016-01-19,1881.33,26.05,113.76,137.9,21.21
2016-01-20,1859.33,27.59,112.88,134.82,20.96
2016-01-21,1868.99,26.69,108.38,132.99,20.04
2016-01-22,1906.9,22.34,98.92,133.64,21.02
2016-01-25,1877.08,24.15,102.88,132.27,21.45
2016-01-26,1903.63,22.5,98.4,129.53,21.53
2016-01-27,1882.95,23.11,100.04,129.06,21.84
2016-01-28,1893.36,22.42,96.56,129.23,21.91
2016-01-29,1940.24,20.2,89.95,120.86,22.98
2016-02-01,1939.38,19.98,89.65,126.38,22.84
2016-02-02,1903.03,21.98,97.6,119.83,23.47
2016-02-03,1912.53,21.65,97.32,122.04,22.98
2016-02-04,1915.45,21.84,95.22,122.69,22.97
2016-02-05,1880.05,23.38,100.55,119.01,23.44
2016-02-08,1853.44,26.0,104.53,120.25,22.36
2016-02-09,1852.21,26.54,103.06,120.74,22.05
2016-02-10,1851.86,26.29,106.19,120.36,22.05
2016-02-11,1829.08,28.14,107.21,122.38,22.31
2016-02-12,1864.78,25.4,103.25,117.75,21.56
2016-02-12,1864.78,25.4,103.25,117.75,21.56
2016-02-16,1895.58,24.11,94.2,125.77,21.54
2016-02-17,1926.82,22.31,88.96,124.99,20.93
2016-02-18,1917.83,21.64,87.53,125.33,20.99
2016-02-19,1917.78,20.53,86.25,123.61,20.6
2016-02-22,1945.5,19.38,86.19,117.46,21.11
2016-02-23,1921.27,20.98,89.67,119.67,20.38
2016-02-24,1929.8,20.72,86.74,119.46,19.76
2016-02-25,1951.7,19.11,83.51,122.02,19.61
2016-02-26,1948.05,19.81,83.72,118.65,19.25
2016-02-29,1932.23,20.55,85.06,117.68,19.45
2016-03-01,1978.35,17.7,79.45,119.81,19.76
2016-03-02,1986.45,17.09,78.84,122.35,19.81
2016-03-03,1993.4,16.7,79.41,125.27,18.8
2016-03-04,1999.99,16.86,81.97,121.65,18.73
2016-03-07,2001.76,17.35,82.3,124.01,18.73
2016-03-08,1979.26,18.67,87.46,123.53,17.92
2016-03-09,1989.26,18.34,92.86,123.47,17.37
2016-03-10,1989.57,18.05,94.77,130.04,17.37
2016-03-11,2022.19,16.5,92.35,128.99,18.21
2016-03-14,2019.64,16.92,89.74,133.3,17.68
2016-03-15,2015.93,16.84,90.34,132.45,16.38
2016-03-16,2027.22,14.99,84.37,125.42,15.51
2016-03-17,2040.59,14.44,84.71,126.65,14.56
2016-03-18,2049.58,14.02,86.2,126.75,14.53
2016-03-21,2051.6,13.79,87.78,129.35,14.53
2016-03-22,2049.8,14.17,85.04,130.99,13.67
2016-03-23,2036.71,14.94,86.06,129.67,13.18
2016-03-24,2035.94,14.74,84.2,119.02,13.09
2016-03-24,2035.94,14.74,84.2,119.02,13.09
2016-03-28,2037.05,15.24,83.29,127.74,12.46
2016-03-29,2055.01,13.82,81.39,132.61,12.82
2016-03-30,2063.95,13.56,80.33,128.67,12.49
2016-03-31,2059.74,13.95,82.94,122.03,9.07
2016-04-01,2072.78,13.1,81.57,124.03,9.25
2016-04-04,2066.13,14.12,84.43,125.23,9.24
2016-04-05,2045.17,15.42,89.11,120.27,9.8
2016-04-06,2066.66,14.09,85.59,125.06,10.42
2016-04-07,2041.91,16.16,92.74,125.13,10.55
2016-04-08,2047.6,15.36,89.73,113.84,10.45
2016-04-11,2041.99,16.26,92.81,119.13,10.49
2016-04-12,2061.72,14.85,89.78,126.17,9.54
2016-04-13,2082.42,13.84,87.89,127.13,10.12
2016-04-14,2082.78,13.72,87.92,126.23,10.11
2016-04-15,2080.73,13.62,90.27,123.1,9.92
2016-04-18,2094.34,13.35,86.57,120.55,9.96
2016-04-19,2100.8,13.24,86.98,126.19,9.92
2016-04-20,2102.4,13.28,87.97,126.2,9.91
2016-04-21,2091.48,13.95,87.07,127.06,10.08
2016-04-22,2091.58,13.22,84.1,123.25,9.82
2016-04-25,2087.79,14.08,85.77,126.78,9.83
2016-04-26,2091.7,13.96,84.51,127.4,9.85
2016-04-27,2095.15,13.77,83.1,126.09,9.36
2016-04-28,2075.81,15.22,87.36,125.44,9.76
2016-04-29,2065.3,15.7,91.68,126.49,9.9
2016-05-02,2081.43,14.68,89.49,127.67,10.01
2016-05-03,2063.37,15.6,91.66,125.94,10.39
2016-05-04,2051.12,16.05,91.86,124.31,10.03
2016-05-05,2050.63,15.91,91.58,123.74,9.37
2016-05-06,2057.14,14.72,88.86,120.82,8.49
2016-05-09,2058.69,14.57,86.42,123.17,8.44
2016-05-10,2084.39,13.63,85.92,124.1,9.43
2016-05-11,2064.46,14.69,91.53,122.19,9.44
2016-05-12,2064.11,14.41,91.25,123.52,8.8
2016-05-13,2046.61,15.04,94.0,121.46,9.33
2016-05-16,2066.66,14.68,90.61,124.13,9.93
2016-05-17,2047.21,15.57,91.76,122.96,10.2
2016-05-18,2047.63,15.95,89.99,122.22,10.15
2016-05-19,2040.04,16.33,90.46,123.66,10.21
2016-05-20,2052.32,15.2,85.46,125.61,10.24
2016-05-23,2048.04,15.82,84.12,124.74,10.25
2016-05-24,2076.06,14.42,79.48,124.74,11.19
2016-05-25,2090.54,13.9,78.54,127.13,11.42
2016-05-26,2090.1,13.43,77.48,129.28,11.4
2016-05-27,2099.06,13.12,76.17,129.61,11.04
2016-05-27,2099.06,13.12,76.17,129.61,11.04
2016-05-31,2096.96,14.19,79.43,127.7,10.89
2016-06-01,2099.33,14.2,78.93,132.46,10.55
2016-06-02,2105.26,13.63,79.54,134.15,10.15
2016-06-03,2099.13,13.47,79.08,125.04,9.99
2016-06-06,2109.41,13.65,80.71,125.57,10.15
2016-06-07,2112.13,14.05,82.3,128.54,10.1
2016-06-08,2119.12,14.08,86.61,129.23,10.15
2016-06-09,2115.48,14.64,89.98,129.31,9.2
2016-06-10,2096.07,17.03,103.78,133.67,9.15
2016-06-13,2079.06,20.97,124.56,137.49,9.57
2016-06-14,2075.32,20.5,116.44,138.02,9.07
2016-06-15,2071.5,20.14,114.23,140.91,8.42
2016-06-16,2077.99,19.37,115.47,142.5,7.79
2016-06-17,2071.22,19.41,115.72,137.94,7.9
2016-06-20,2083.25,18.37,112.4,137.81,8.1
2016-06-21,2088.9,18.48,113.46,135.92,7.9
2016-06-22,2085.45,21.17,122.94,136.48,7.9
2016-06-23,2113.32,17.25,104.71,145.7,7.89
2016-06-24,2037.41,25.76,125.13,142.92,14.78
2016-06-27,2000.54,23.85,115.6,136.43,16.01
2016-06-28,2036.09,18.75,108.0,153.66,17.07
2016-06-29,2070.77,16.64,98.6,136.46,18.04
2016-06-30,2098.86,15.63,94.23,140.58,18.65
2016-07-01,2102.95,14.77,91.7,128.53,18.63
2016-07-01,2102.95,14.77,91.7,128.53,18.63
2016-07-05,2088.55,15.58,91.85,125.35,18.75
2016-07-06,2099.73,14.96,89.24,123.14,18.77
2016-07-07,2097.9,14.76,89.5,124.72,18.77
2016-07-08,2129.9,13.2,84.72,127.2,19.44
2016-07-11,2137.16,13.54,84.78,125.03,19.47
2016-07-12,2152.14,13.55,84.98,126.1,19.37
2016-07-13,2152.43,13.04,84.18,127.29,19.16
2016-07-14,2163.75,12.82,86.03,128.28,19.24
2016-07-15,2161.74,12.67,89.04,129.76,19.23
2016-07-18,2166.89,12.44,87.2,125.38,19.23
2016-07-19,2163.78,11.97,89.03,129.92,19.19
2016-07-20,2173.02,11.77,87.09,128.49,19.12
2016-07-21,2165.17,12.74,92.84,128.01,19.15
2016-07-22,2175.03,12.02,89.51,128.36,19.2
2016-07-25,2168.48,12.87,91.95,129.65,18.68
2016-07-26,2169.18,13.05,91.44,130.02,13.69
2016-07-27,2166.58,12.83,91.23,125.68,12.23
2016-07-28,2170.06,12.72,89.81,128.51,10.62
2016-07-29,2173.6,11.87,90.84,128.25,8.88
2016-08-01,2170.84,12.44,90.68,128.01,7.5
2016-08-02,2157.03,13.37,93.89,129.25,7.78
2016-08-03,2163.79,12.86,88.59,129.99,7.48
2016-08-04,2164.25,12.42,88.14,127.06,7.2
2016-08-05,2182.87,11.39,85.23,130.6,7.73
2016-08-08,2180.89,11.5,84.5,132.94,5.76
2016-08-09,2181.74,11.66,86.65,135.56,5.63
2016-08-10,2175.49,12.05,89.4,133.25,5.14
2016-08-11,2185.79,11.68,97.36,131.28,5.38
2016-08-12,2184.05,11.55,94.49,132.13,5.07
2016-08-15,2190.15,11.81,91.67,134.45,5.17
2016-08-16,2178.15,12.64,91.86,132.27,5.41
2016-08-17,2182.22,12.19,84.84,136.71,5.41
2016-08-18,2187.02,11.43,82.83,134.87,5.28
2016-08-19,2183.87,11.34,82.44,136.58,5.13
2016-08-22,2182.64,12.27,83.13,135.2,4.91
2016-08-23,2186.9,12.38,83.45,131.79,4.88
2016-08-24,2175.44,13.45,85.37,130.43,5.16
2016-08-25,2172.47,13.63,85.43,131.06,5.17
2016-08-26,2169.04,13.65,88.62,132.4,5.2
2016-08-29,2180.38,12.94,85.83,131.3,5.49
2016-08-30,2176.12,13.12,84.44,136.14,5.52
2016-08-31,2170.95,13.42,84.87,129.25,5.2
2016-09-01,2170.86,13.48,84.9,129.83,5.11
2016-09-02,2179.98,11.98,81.35,128.4,5.34
2016-09-02,2179.98,11.98,81.35,128.4,5.34
2016-09-06,2186.48,12.02,82.14,131.16,4.64
2016-09-07,2186.16,11.94,83.08,130.94,4.64
2016-09-08,2181.3,12.51,85.57,129.74,4.71
2016-09-09,2127.81,17.5,110.02,125.25,9.68
2016-09-12,2159.04,15.16,99.53,134.18,10.79
2016-09-13,2127.02,17.85,110.02,131.56,11.97
2016-09-14,2125.77,18.14,113.15,127.4,11.93
2016-09-15,2147.26,16.3,109.27,130.57,12.28
2016-09-16,2139.16,15.37,102.59,125.25,12.35
2016-09-19,2139.12,15.53,101.58,125.81,12.32
2016-09-20,2139.76,15.92,101.98,126.85,12.31
2016-09-21,2163.12,13.3,92.59,122.13,12.9
2016-09-22,2177.18,12.02,89.22,124.29,13.06
2016-09-23,2164.69,12.29,90.4,125.13,13.08
2016-09-26,2146.1,14.5,96.24,121.72,13.39
2016-09-27,2159.93,13.1,88.94,123.74,13.55
2016-09-28,2171.37,12.39,87.55,126.85,13.53
2016-09-29,2151.13,14.02,93.78,122.67,13.89
2016-09-30,2168.27,13.29,91.42,124.58,14.11
2016-10-03,2161.2,13.57,91.51,122.86,14.15
2016-10-04,2150.49,13.63,89.94,119.67,14.16
2016-10-05,2159.73,12.99,89.88,121.54,14.18
2016-10-06,2160.77,12.84,89.86,120.48,14.18
2016-10-07,2153.74,13.48,90.86,119.95,14.21
2016-10-10,2163.66,13.38,90.66,123.84,11.52
2016-10-11,2136.73,15.36,95.43,119.79,11.22
2016-10-12,2139.18,15.91,102.02,122.34,9.95
2016-10-13,2132.55,16.69,103.4,123.32,10.01
2016-10-14,2132.98,16.12,101.01,121.86,9.4
2016-10-17,2126.5,16.21,99.34,124.08,9.36
2016-10-18,2139.6,15.28,96.87,122.76,9.59
2016-10-19,2144.29,14.41,93.9,122.56,9.62
2016-10-20,2141.34,13.75,89.72,123.91,8.82
2016-10-21,2141.16,13.34,87.34,123.0,8.57
2016-10-24,2151.33,13.02,85.81,124.6,8.49
2016-10-25,2143.16,13.46,86.23,122.83,8.06
2016-10-26,2139.43,14.24,86.9,123.31,7.8
2016-10-27,2133.04,15.36,91.21,122.35,7.67
2016-10-28,2126.41,16.19,99.44,126.35,7.06
2016-10-31,2126.15,17.06,102.82,126.12,6.53
2016-11-01,2111.72,18.56,108.26,124.46,6.87
2016-11-02,2097.94,19.32,112.39,126.15,7.05
2016-11-03,2088.66,22.08,120.24,141.18,7.08
2016-11-04,2085.18,22.51,120.23,133.03,7.1
2016-11-07,2131.52,18.71,107.84,134.91,10.32
2016-11-08,2139.56,18.74,108.67,135.6,10.26
2016-11-09,2163.26,14.38,96.14,134.61,10.04
2016-11-10,2167.48,14.74,102.67,127.0,10.06
2016-11-11,2164.45,14.17,97.22,121.71,10.02
2016-11-14,2164.2,14.48,98.22,122.71,10.02
2016-11-15,2180.39,13.37,91.77,119.79,10.29
2016-11-16,2176.94,13.72,92.45,123.77,10.1
2016-11-17,2187.12,13.35,87.58,123.06,10.21
2016-11-18,2181.9,12.85,86.4,126.38,10.22
2016-11-21,2198.18,12.42,80.75,124.01,10.53
2016-11-22,2202.94,12.41,83.4,127.98,10.45
2016-11-23,2204.72,12.43,82.45,125.33,10.39
2016-11-23,2204.72,12.43,82.45,125.33,10.39
2016-11-25,2213.35,12.34,82.65,126.27,10.48
2016-11-28,2201.72,13.15,86.17,125.75,10.59
2016-11-29,2204.66,12.9,86.28,128.31,10.54
2016-11-30,2198.81,13.33,88.99,126.39,10.58
2016-12-01,2191.08,14.07,97.79,128.37,10.39
2016-12-02,2191.95,14.12,98.07,128.99,10.15
2016-12-05,2204.71,12.14,88.88,128.35,10.23
2016-12-06,2212.23,11.79,88.12,130.92,10.28
2016-12-07,2241.35,12.22,89.11,123.61,8.2
2016-12-08,2246.19,12.64,91.27,119.08,8.13
2016-12-09,2259.53,11.75,89.4,119.51,7.54
2016-12-12,2256.96,12.64,91.87,123.28,7.51
2016-12-13,2271.72,12.72,93.32,119.34,7.81
2016-12-14,2253.28,13.19,96.82,125.43,8.32
2016-12-15,2262.03,12.79,93.08,129.44,8.01
2016-12-16,2258.07,12.2,93.79,131.95,8.0
2016-12-19,2262.53,11.71,90.51,130.47,7.86
2016-12-20,2270.76,11.45,88.26,122.09,7.92
2016-12-21,2265.18,11.27,87.97,124.9,7.56
2016-12-22,2260.96,11.43,89.72,128.02,7.53
2016-12-23,2263.79,11.44,87.64,120.51,7.53
2016-12-23,2263.79,11.44,87.64,120.51,7.53
2016-12-27,2268.88,11.99,86.37,123.65,7.37
2016-12-28,2249.92,12.95,89.17,122.37,7.52
2016-12-29,2249.26,13.37,88.87,124.57,7.51
2016-12-30,2238.83,14.04,91.6,127.26,7.65
2016-12-30,2238.83,14.04,91.6,127.26,7.65
2017-01-03,2257.83,12.85,85.37,125.79,8.02
2017-01-04,2270.75,11.85,82.27,124.4,8.25
2017-01-05,2269.0,11.67,81.33,128.21,8.01
2017-01-06,2276.98,11.32,80.59,123.67,8.02
2017-01-09,2268.9,11.56,83.47,122.59,6.8
2017-01-10,2268.9,11.49,86.36,121.84,6.75
2017-01-11,2275.32,11.26,86.72,123.06,6.47
2017-01-12,2270.44,11.54,90.44,126.22,6.5
2017-01-13,2274.64,11.23,92.9,132.32,6.14
2017-01-13,2274.64,11.23,92.9,132.32,6.14
2017-01-17,2267.89,11.87,92.39,131.55,5.53
2017-01-18,2271.89,12.48,87.06,143.43,5.4
2017-01-19,2263.69,12.78,86.84,141.03,5.5
2017-01-20,2271.31,11.54,83.63,146.33,5.57
2017-01-23,2265.2,11.77,84.51,137.78,5.5
2017-01-24,2280.07,11.07,79.05,138.16,5.82
2017-01-25,2298.37,10.81,78.66,128.8,6.49
2017-01-26,2296.68,10.63,79.65,129.58,6.5
2017-01-27,2294.69,10.58,83.63,129.95,6.51
2017-01-30,2280.9,11.88,92.04,134.32,6.42
2017-01-31,2278.87,11.99,89.83,138.08,6.42
2017-02-01,2279.55,11.81,87.75,133.97,6.19
2017-02-02,2280.85,11.93,89.73,136.65,5.53
2017-02-03,2297.42,10.97,88.97,133.25,5.69
2017-02-06,2292.56,11.37,90.02,131.41,5.71
2017-02-07,2293.08,11.29,89.61,130.46,5.59
2017-02-08,2294.67,11.45,94.58,134.01,5.49
2017-02-09,2307.87,10.88,89.59,129.19,5.81
2017-02-10,2316.1,10.85,85.77,130.47,5.89
2017-02-13,2328.25,11.07,80.84,130.1,6.13
2017-02-14,2337.58,10.74,78.35,133.66,6.24
2017-02-15,2349.25,11.97,81.12,137.55,6.35
2017-02-16,2347.22,11.76,79.66,141.41,6.33
2017-02-17,2351.16,11.49,81.25,141.13,6.24
2017-02-17,2351.16,11.49,81.25,141.13,6.24
2017-02-21,2365.38,11.57,82.45,136.93,6.5
2017-02-22,2362.82,11.74,81.53,138.24,6.46
2017-02-23,2363.81,11.71,82.2,137.91,6.1
2017-02-24,2367.34,11.47,83.31,138.66,5.39
2017-02-27,2369.75,12.09,85.69,134.39,5.4
2017-02-28,2363.64,12.92,88.08,131.98,5.45
2017-03-01,2395.96,12.54,84.03,132.16,6.86
2017-03-02,2381.92,11.81,83.61,133.36,7.18
2017-03-03,2383.12,10.96,81.19,136.1,7.18
2017-03-06,2375.31,11.24,81.44,140.17,7.24
2017-03-07,2368.39,11.45,81.43,138.85,6.93
2017-03-08,2362.98,11.86,82.5,139.63,6.94
2017-03-09,2364.87,12.3,83.64,139.48,6.95
2017-03-10,2372.6,11.66,80.27,138.99,7.04
2017-03-13,2373.47,11.35,81.57,145.75,6.77
2017-03-14,2365.45,12.3,85.88,146.11,6.76
2017-03-15,2385.26,11.63,80.76,147.2,7.13
2017-03-16,2381.38,11.21,75.96,149.49,7.04
2017-03-17,2378.25,11.28,78.66,154.34,6.87
2017-03-20,2373.47,11.34,77.16,152.93,6.88
2017-03-21,2344.02,12.47,83.02,141.02,8.13
2017-03-22,2348.45,12.81,83.8,136.07,7.88
2017-03-23,2345.96,13.12,88.93,132.54,7.88
2017-03-24,2343.98,12.96,89.74,136.62,7.88
2017-03-27,2341.59,12.5,84.86,135.37,7.89
2017-03-28,2358.57,11.53,79.27,134.43,8.26
2017-03-29,2361.13,11.42,78.26,132.37,8.22
2017-03-30,2368.06,11.54,77.87,138.84,6.84
2017-03-31,2362.72,12.37,78.31,138.31,6.56
2017-04-03,2358.84,12.38,82.96,135.23,6.57
2017-04-04,2360.16,11.79,79.67,132.28,6.51
2017-04-05,2352.95,12.89,86.59,130.91,6.52
2017-04-06,2357.49,12.39,83.91,131.27,6.53
2017-04-07,2355.54,12.87,89.39,132.7,6.53
2017-04-10,2357.16,14.05,97.9,132.86,6.43
2017-04-11,2353.78,15.07,103.74,136.66,6.45
2017-04-12,2344.93,15.77,111.53,131.93,6.46
2017-04-13,2328.95,15.96,115.54,134.36,6.22
2017-04-13,2328.95,15.96,115.54,134.36,6.22
2017-04-17,2349.01,14.66,101.49,139.63,6.86
2017-04-18,2342.19,14.42,99.52,137.2,6.92
2017-04-19,2338.17,14.93,97.89,140.2,6.93
2017-04-20,2355.84,14.15,94.53,146.85,5.99
2017-04-21,2348.69,14.63,95.41,148.42,6.05
2017-04-24,2374.15,10.84,78.17,144.45,7.13
2017-04-25,2388.61,10.76,75.64,139.04,7.44
2017-04-26,2387.45,10.85,76.64,142.13,7.43
2017-04-27,2388.77,10.36,76.66,142.55,7.0
2017-04-28,2384.2,10.82,77.09,146.98,7.03
2017-05-01,2388.33,10.11,78.33,128.46,7.02
2017-05-02,2391.17,10.59,79.33,127.49,6.97
2017-05-03,2388.13,10.68,78.77,129.39,6.97
2017-05-04,2389.52,10.46,78.0,130.48,6.97
2017-05-05,2399.29,10.57,80.65,131.36,7.03
2017-05-08,2399.38,9.77,81.38,128.12,6.99
2017-05-09,2396.92,9.96,83.63,128.28,6.98
2017-05-10,2399.63,10.21,87.49,128.27,6.99
2017-05-11,2394.44,10.6,86.51,128.21,7.01
2017-05-12,2390.9,10.4,82.5,129.65,6.91
2017-05-15,2402.32,10.42,79.53,129.44,6.72
2017-05-16,2400.67,10.65,76.76,131.24,6.02
2017-05-17,2357.03,15.59,111.48,133.51,8.61
