Date,VIX,VXN NASDAQ
2013-05,13.02,13.53
2013-05,13.37,14.41
2013-05,13.82,14.73
2013-05,14.07,14.89
2013-05,13.99,14.48
2013-05,,
2013-05,14.48,14.99
2013-05,14.83,15.18
2013-05,14.53,14.99
2013-05,16.3,15.99
2013-06,16.28,16.79
2013-06,16.27,16.84
2013-06,17.5,17.49
2013-06,16.63,17.4
2013-06,15.14,15.88
2013-06,15.44,15.86
2013-06,17.07,16.88
2013-06,18.59,18.7
2013-06,16.41,17.13
2013-06,17.15,17.28
2013-06,16.8,16.95
2013-06,16.61,16.47
2013-06,16.64,15.12
2013-06,20.49,20.06
2013-06,18.9,19.44
2013-06,20.11,19.83
2013-06,18.47,18.8
2013-06,17.21,17.38
2013-06,16.86,16.72
2013-06,16.86,16.47
2013-07,16.37,16.16
2013-07,16.44,15.94
2013-07,16.2,15.8
2013-07,,
2013-07,14.89,14.91
2013-07,14.78,14.77
2013-07,14.35,14.26
2013-07,14.21,13.95
2013-07,14.01,13.87
2013-07,13.84,13.96
2013-07,13.79,14.03
2013-07,14.42,14.25
2013-07,13.78,13.92
2013-07,13.77,13.47
2013-07,12.54,13.75
2013-07,12.29,13.39
2013-07,12.66,13.37
2013-07,13.18,13.27
2013-07,12.97,13.32
2013-07,12.72,12.93
2013-07,13.39,13.65
2013-07,13.39,13.87
2013-07,13.45,14.25
2013-08,12.94,13.88
2013-08,11.98,12.77
2013-08,11.84,12.83
2013-08,12.72,13.35
2013-08,12.98,13.44
2013-08,12.73,13.26
2013-08,13.41,13.63
2013-08,12.81,12.86
2013-08,12.31,12.5
2013-08,13.04,13.3
2013-08,14.73,14.9
2013-08,14.37,14.73
2013-08,15.1,15.53
2013-08,14.91,15.15
2013-08,15.94,15.99
2013-08,14.76,15.44
2013-08,13.98,14.62
2013-08,14.99,15.32
2013-08,16.77,17.63
2013-08,16.49,17.42
2013-08,16.81,17.4
2013-08,17.01,17.53
2013-09,,
2013-09,16.61,17.89
2013-09,15.88,16.77
2013-09,15.77,16.51
2013-09,15.85,16.32
2013-09,15.63,16.16
2013-09,14.53,15.24
2013-09,13.82,14.73
2013-09,14.29,14.75
2013-09,14.16,14.7
2013-09,14.38,15.16
2013-09,14.53,14.72
2013-09,13.59,14.15
2013-09,13.16,13.77
2013-09,13.12,12.97
2013-09,14.31,14.64
2013-09,14.08,14.37
2013-09,14.01,14.66
2013-09,14.06,14.36
2013-09,15.46,15.65
2013-09,16.6,16.73
2013-10,15.54,15.97
2013-10,16.6,16.72
2013-10,17.67,18.3
2013-10,16.74,17.32
2013-10,19.41,19.84
2013-10,20.34,22.07
2013-10,19.6,21.68
2013-10,16.48,18.45
2013-10,15.72,17.19
2013-10,16.07,17.47
2013-10,18.66,18.77
2013-10,14.71,16.4
2013-10,13.48,14.49
2013-10,13.04,13.69
2013-10,13.16,14.4
2013-10,13.33,14.96
2013-10,13.42,15.33
2013-10,13.2,14.5
2013-10,13.09,14.91
2013-10,13.31,14.97
2013-10,13.41,14.83
2013-10,13.65,14.72
2013-10,13.75,14.88
2013-11,13.28,14.76
2013-11,12.93,14.37
2013-11,13.27,14.4
2013-11,12.67,14.76
2013-11,13.91,15.67
2013-11,12.9,14.67
2013-11,12.53,14.37
2013-11,12.82,14.14
2013-11,12.52,13.66
2013-11,12.37,13.26
2013-11,12.19,13.13
2013-11,13.1,14.37
2013-11,13.39,14.52
2013-11,13.4,14.44
2013-11,12.66,14.01
2013-11,12.26,13.65
2013-11,12.79,13.74
2013-11,12.81,13.6
2013-11,12.98,13.36
2013-11,,
2013-11,13.7,13.93
2013-12,14.23,14.81
2013-12,14.55,14.93
2013-12,14.7,15.08
2013-12,15.08,16.11
2013-12,13.79,14.85
2013-12,13.49,14.8
2013-12,13.91,14.8
2013-12,15.42,15.88
2013-12,15.54,16.0
2013-12,15.76,15.98
2013-12,16.03,16.54
2013-12,16.21,16.47
2013-12,13.8,15.01
2013-12,14.15,14.92
2013-12,13.79,14.48
2013-12,13.04,14.11
2013-12,12.48,13.91
2013-12,,
2013-12,12.33,13.93
2013-12,12.46,14.51
2013-12,13.56,15.16
2013-12,13.72,15.44
2014-01,,
2014-01,14.23,15.88
2014-01,13.76,15.85
2014-01,13.55,15.82
2014-01,12.92,15.1
2014-01,12.87,14.88
2014-01,12.89,15.1
2014-01,12.14,14.09
2014-01,13.28,15.05
2014-01,12.28,13.52
2014-01,12.28,13.63
2014-01,12.53,14.11
2014-01,12.44,14.2
2014-01,,
2014-01,12.87,14.34
2014-01,12.84,14.43
2014-01,13.77,15.33
2014-01,18.14,18.84
2014-01,17.42,18.87
2014-01,15.8,17.65
2014-01,17.35,18.69
2014-01,17.29,18.65
2014-01,18.41,18.97
2014-02,21.44,21.44
2014-02,19.11,20.1
2014-02,19.95,21.15
2014-02,17.23,19.48
2014-02,15.29,16.71
2014-02,15.26,16.53
2014-02,14.51,15.84
2014-02,14.3,15.93
2014-02,14.14,15.49
2014-02,13.57,14.8
2014-02,,
2014-02,13.87,15.23
2014-02,15.5,16.32
2014-02,14.79,15.91
2014-02,14.68,15.81
2014-02,14.23,15.24
2014-02,13.67,15.15
2014-02,14.35,15.29
2014-02,14.04,14.79
2014-02,14.0,15.01
2014-03,16.0,16.85
2014-03,14.1,15.41
2014-03,13.89,15.22
2014-03,14.21,14.94
2014-03,14.11,15.23
2014-03,14.2,15.52
2014-03,14.8,15.78
2014-03,14.47,15.54
2014-03,16.22,17.47
2014-03,17.82,18.89
2014-03,15.64,17.47
2014-03,14.52,15.93
2014-03,15.12,16.23
2014-03,14.52,16.18
2014-03,15.0,17.35
2014-03,15.09,18.12
2014-03,14.02,17.12
2014-03,14.93,18.14
2014-03,14.62,18.49
2014-03,14.41,18.09
2014-03,13.88,18.12
2014-04,13.1,16.74
2014-04,13.09,16.37
2014-04,13.37,16.96
2014-04,13.96,18.79
2014-04,15.57,20.05
2014-04,14.89,19.11
2014-04,13.82,17.72
2014-04,15.89,20.59
2014-04,17.03,22.65
2014-04,16.11,21.7
2014-04,15.61,21.91
2014-04,14.18,20.41
2014-04,13.36,19.39
2014-04,,
2014-04,13.25,18.53
2014-04,13.19,17.18
2014-04,13.27,16.9
2014-04,13.32,17.17
2014-04,14.06,18.59
2014-04,13.97,18.74
2014-04,13.71,18.33
2014-04,13.41,17.68
2014-05,13.25,17.15
2014-05,12.91,17.03
2014-05,13.29,16.78
2014-05,13.8,17.09
2014-05,13.4,17.4
2014-05,13.43,17.42
2014-05,12.92,16.52
2014-05,12.23,15.49
2014-05,12.13,15.37
2014-05,12.17,15.16
2014-05,13.17,16.06
2014-05,12.44,15.25
2014-05,12.42,15.1
2014-05,12.96,15.34
2014-05,11.91,14.5
2014-05,12.03,14.2
2014-05,11.36,13.45
2014-05,,
2014-05,11.51,13.72
2014-05,11.68,14.04
2014-05,11.57,13.84
2014-05,11.4,13.77
2014-06,11.58,14.33
2014-06,11.87,14.35
2014-06,12.08,14.21
2014-06,11.68,13.66
2014-06,10.73,13.21
2014-06,11.15,13.79
2014-06,10.99,13.57
2014-06,11.6,13.37
2014-06,12.56,13.85
2014-06,12.18,13.61
2014-06,12.65,13.7
2014-06,12.06,13.51
2014-06,10.61,12.65
2014-06,10.62,12.51
2014-06,10.85,12.27
2014-06,10.98,12.3
2014-06,12.13,12.61
2014-06,11.59,12.54
2014-06,11.63,12.2
2014-06,11.26,12.03
2014-06,11.57,12.21
2014-07,11.15,11.98
2014-07,10.82,11.59
2014-07,10.32,11.36
2014-07,,
2014-07,11.33,12.44
2014-07,11.98,13.74
2014-07,11.65,13.22
2014-07,12.59,14.13
2014-07,12.08,13.66
2014-07,11.82,13.59
2014-07,11.96,14.33
2014-07,11.0,13.38
2014-07,14.54,15.85
2014-07,12.06,13.4
2014-07,12.81,14.17
2014-07,12.24,13.26
2014-07,11.52,12.91
2014-07,11.84,13.08
2014-07,12.69,13.36
2014-07,12.56,13.84
2014-07,13.28,14.2
2014-07,13.33,13.93
2014-07,16.95,16.82
2014-08,17.03,17.26
2014-08,15.12,16.08
2014-08,16.87,17.02
2014-08,16.37,17.07
2014-08,16.66,17.37
2014-08,15.77,17.02
2014-08,14.23,15.27
2014-08,14.13,15.13
2014-08,12.9,13.81
2014-08,12.42,12.95
2014-08,13.15,13.37
2014-08,12.32,12.85
2014-08,12.21,12.66
2014-08,11.78,12.66
2014-08,11.76,12.5
2014-08,11.47,12.23
2014-08,11.7,12.45
2014-08,11.63,12.34
2014-08,11.78,12.34
2014-08,12.05,12.65
2014-08,11.98,12.71
2014-09,,
2014-09,12.25,12.98
2014-09,12.36,13.56
2014-09,12.64,13.78
2014-09,12.09,13.24
2014-09,12.66,13.66
2014-09,13.5,14.53
2014-09,12.88,14.12
2014-09,12.8,14.03
2014-09,13.31,14.67
2014-09,14.12,16.19
2014-09,12.73,14.92
2014-09,12.65,13.85
2014-09,12.03,13.51
2014-09,12.11,13.8
2014-09,13.69,15.51
2014-09,14.93,16.46
2014-09,13.27,15.25
2014-09,15.64,18.12
2014-09,14.85,16.85
2014-09,15.98,18.03
2014-09,16.31,18.26
2014-10,16.71,19.21
2014-10,16.16,18.63
2014-10,14.55,17.54
2014-10,15.46,17.98
2014-10,17.2,19.17
2014-10,15.11,17.26
2014-10,18.76,19.77
2014-10,21.24,22.62
2014-10,24.64,25.72
2014-10,22.79,25.0
2014-10,26.25,27.05
2014-10,25.2,26.73
2014-10,21.99,23.13
2014-10,18.57,20.32
2014-10,16.08,18.22
2014-10,17.87,19.96
2014-10,16.53,18.78
2014-10,16.11,17.93
2014-10,16.04,17.94
2014-10,14.39,16.6
2014-10,15.15,16.78
2014-10,14.52,16.61
2014-10,14.03,15.81
2014-11,14.73,16.42
2014-11,14.89,16.58
2014-11,14.17,16.34
2014-11,13.67,15.68
2014-11,13.12,14.71
2014-11,12.67,14.3
2014-11,12.92,14.32
2014-11,13.02,14.33
2014-11,13.79,14.55
2014-11,13.31,15.16
2014-11,13.99,15.53
2014-11,13.86,15.38
2014-11,13.96,15.71
2014-11,13.58,14.87
2014-11,12.9,14.71
2014-11,12.62,14.25
2014-11,12.25,14.12
2014-11,12.07,13.64
2014-11,,
2014-11,13.33,14.74
2014-12,14.29,16.57
2014-12,12.85,15.66
2014-12,12.47,15.08
2014-12,12.38,14.98
2014-12,11.82,14.37
2014-12,14.21,16.03
2014-12,14.89,16.43
2014-12,18.53,19.47
2014-12,20.08,20.4
2014-12,21.08,22.51
2014-12,20.42,22.08
2014-12,23.57,24.06
2014-12,19.44,20.86
2014-12,16.81,17.23
2014-12,16.49,16.89
2014-12,15.25,16.56
2014-12,14.8,16.81
2014-12,14.37,16.47
2014-12,,
2014-12,14.5,16.27
2014-12,15.06,16.8
2014-12,15.92,16.97
2014-12,19.2,19.64
2015-01,,
2015-01,17.79,19.2
2015-01,19.92,20.72
2015-01,21.12,21.85
2015-01,19.31,20.16
2015-01,17.01,18.15
2015-01,17.55,18.4
2015-01,19.6,19.87
2015-01,20.56,20.71
2015-01,21.48,21.41
2015-01,22.39,22.72
2015-01,20.95,21.22
2015-01,,
2015-01,19.89,20.69
2015-01,18.85,20.02
2015-01,16.4,17.08
2015-01,16.66,17.06
2015-01,15.52,16.97
2015-01,17.22,19.22
2015-01,20.44,21.39
2015-01,18.76,19.48
2015-01,20.97,21.59
2015-02,19.43,20.79
2015-02,17.33,18.81
2015-02,18.33,19.16
2015-02,16.85,18.18
2015-02,17.29,18.41
2015-02,18.55,19.12
2015-02,17.23,17.46
2015-02,16.96,17.39
2015-02,15.34,16.1
2015-02,14.69,15.15
2015-02,,
2015-02,15.8,15.96
2015-02,15.45,15.9
2015-02,15.29,15.44
2015-02,14.3,14.67
2015-02,14.56,14.87
2015-02,13.69,14.26
2015-02,13.84,14.38
2015-02,13.91,14.33
2015-02,13.34,14.62
2015-03,13.04,14.27
2015-03,13.86,14.98
2015-03,14.23,15.59
2015-03,14.04,15.22
2015-03,15.2,16.75
2015-03,15.06,16.44
2015-03,16.69,18.02
2015-03,16.87,18.42
2015-03,15.42,17.15
2015-03,16.0,17.55
2015-03,15.61,16.91
2015-03,15.66,16.6
2015-03,13.97,14.99
2015-03,14.07,14.71
2015-03,13.02,13.82
2015-03,13.41,14.44
2015-03,13.62,14.62
2015-03,15.44,17.33
2015-03,15.8,17.5
2015-03,15.07,16.89
2015-03,14.51,16.06
2015-03,15.29,17.29
2015-04,15.11,17.35
2015-04,14.67,16.72
2015-04,,
2015-04,14.74,16.58
2015-04,14.78,16.39
2015-04,13.98,15.45
2015-04,13.09,14.7
2015-04,12.58,14.1
2015-04,13.94,15.45
2015-04,13.67,15.46
2015-04,12.84,14.63
2015-04,12.6,14.5
2015-04,13.89,16.03
2015-04,13.3,14.86
2015-04,13.25,14.93
2015-04,12.71,14.68
2015-04,12.48,14.22
2015-04,12.29,14.2
2015-04,13.12,15.18
2015-04,12.41,14.88
2015-04,13.39,15.47
2015-04,14.55,16.51
2015-05,12.7,15.07
2015-05,12.85,15.15
2015-05,14.31,16.66
2015-05,15.15,17.79
2015-05,15.13,17.37
2015-05,12.86,15.38
2015-05,13.85,15.56
2015-05,13.86,15.96
2015-05,13.76,15.62
2015-05,12.74,14.31
2015-05,12.38,13.89
2015-05,12.73,13.95
2015-05,12.85,14.15
2015-05,12.88,14.0
2015-05,12.11,13.38
2015-05,12.13,13.23
2015-05,,
2015-05,14.06,15.15
2015-05,13.27,13.96
2015-05,13.31,14.22
2015-05,13.84,14.75
2015-06,13.97,14.98
2015-06,14.24,15.46
2015-06,13.66,15.03
2015-06,14.71,15.79
2015-06,14.21,15.77
2015-06,15.29,16.94
2015-06,14.47,16.49
2015-06,13.22,15.07
2015-06,12.85,14.64
2015-06,13.78,15.16
2015-06,15.39,16.34
2015-06,14.81,16.0
2015-06,14.5,15.41
2015-06,13.19,13.88
2015-06,13.96,14.61
2015-06,12.74,13.83
2015-06,12.11,13.52
2015-06,13.26,14.24
2015-06,14.01,14.85
2015-06,14.02,15.33
2015-06,18.85,19.81
2015-06,18.23,19.34
2015-07,16.09,17.56
2015-07,16.79,17.66
2015-07,,
2015-07,17.01,17.91
2015-07,16.09,17.34
2015-07,19.66,20.07
2015-07,19.97,20.32
2015-07,16.83,17.92
2015-07,13.9,15.02
2015-07,13.37,14.27
2015-07,13.23,14.17
2015-07,12.11,12.59
2015-07,11.95,12.93
2015-07,12.25,14.03
2015-07,12.22,14.49
2015-07,12.12,14.17
2015-07,12.64,14.14
2015-07,13.74,15.85
2015-07,15.6,17.49
2015-07,13.44,15.51
2015-07,12.5,14.96
2015-07,12.13,14.44
2015-07,12.12,14.59
2015-08,12.56,15.18
2015-08,13.0,15.67
2015-08,12.51,15.13
2015-08,13.77,16.9
2015-08,13.39,16.9
2015-08,12.23,15.87
2015-08,13.71,17.45
2015-08,13.61,17.24
2015-08,13.49,16.95
2015-08,12.83,16.41
2015-08,13.02,15.55
2015-08,13.79,16.0
2015-08,15.25,17.36
2015-08,19.14,21.61
2015-08,28.03,30.2
2015-08,40.74,42.95
2015-08,36.02,38.32
2015-08,30.32,31.37
2015-08,26.1,28.46
2015-08,26.05,28.75
2015-08,28.43,29.92
2015-09,31.4,32.95
2015-09,26.09,28.41
2015-09,25.61,28.1
2015-09,27.8,28.92
2015-09,,
2015-09,24.9,26.56
2015-09,26.23,27.51
2015-09,24.37,26.44
2015-09,23.2,25.02
2015-09,24.25,25.44
2015-09,22.54,24.02
2015-09,21.35,22.58
2015-09,21.14,22.63
2015-09,22.28,23.6
2015-09,20.14,22.5
2015-09,22.44,24.58
2015-09,22.13,23.78
2015-09,23.47,24.72
2015-09,23.62,25.16
2015-09,27.63,28.99
2015-09,26.83,28.94
2015-09,24.5,26.82
2015-10,22.55,25.58
2015-10,20.94,23.71
2015-10,19.54,22.82
2015-10,19.4,22.65
2015-10,18.4,21.78
2015-10,17.42,20.91
2015-10,17.08,20.5
2015-10,16.17,19.01
2015-10,17.67,20.15
2015-10,18.03,20.71
2015-10,16.05,18.07
2015-10,15.05,17.2
2015-10,14.98,16.86
2015-10,15.75,17.95
2015-10,16.7,18.98
2015-10,14.45,15.63
2015-10,14.46,16.6
2015-10,15.29,17.75
2015-10,15.43,17.92
2015-10,14.33,16.94
2015-10,14.61,17.17
2015-10,15.07,17.3
2015-11,14.15,16.56
2015-11,14.54,16.77
2015-11,15.51,17.22
2015-11,15.05,17.2
2015-11,14.33,16.36
2015-11,16.52,18.03
2015-11,15.29,17.32
2015-11,16.06,17.72
2015-11,18.37,18.92
2015-11,20.08,21.24
2015-11,18.16,18.79
2015-11,18.84,19.34
2015-11,16.85,17.76
2015-11,16.99,17.94
2015-11,15.47,17.03
2015-11,15.62,17.31
2015-11,15.93,17.48
2015-11,15.19,16.98
2015-11,,
2015-11,15.12,17.13
2015-11,16.13,18.1
2015-12,14.67,17.15
2015-12,15.91,17.83
2015-12,18.11,19.72
2015-12,14.81,16.66
2015-12,15.84,17.6
2015-12,17.6,18.84
2015-12,19.61,20.45
2015-12,19.34,20.11
2015-12,24.39,24.38
2015-12,22.73,23.11
2015-12,20.95,21.51
2015-12,17.86,18.79
2015-12,18.94,20.28
2015-12,20.7,21.5
2015-12,18.7,20.22
2015-12,16.6,18.38
2015-12,15.57,17.68
2015-12,15.74,17.81
2015-12,,
2015-12,16.91,18.87
2015-12,16.08,17.84
2015-12,17.29,18.88
2015-12,18.21,19.63
2016-01,,
2016-01,20.7,22.42
2016-01,19.34,21.56
2016-01,20.59,22.48
2016-01,24.99,26.77
2016-01,27.01,28.33
2016-01,24.3,26.41
2016-01,22.47,24.16
2016-01,25.22,27.11
2016-01,23.95,25.96
2016-01,27.02,29.13
2016-01,,
2016-01,26.05,29.32
2016-01,27.59,30.84
2016-01,26.69,30.23
2016-01,22.34,25.74
2016-01,24.15,27.54
2016-01,22.5,26.42
2016-01,23.11,27.27
2016-01,22.42,26.32
2016-01,20.2,23.64
2016-02,19.98,23.06
2016-02,21.98,25.08
2016-02,21.65,25.05
2016-02,21.84,25.35
2016-02,23.38,27.65
2016-02,26.0,31.46
2016-02,26.54,31.91
2016-02,26.29,31.26
2016-02,28.14,31.87
2016-02,25.4,29.74
2016-02,,
2016-02,24.11,28.67
2016-02,22.31,27.19
2016-02,21.64,26.6
2016-02,20.53,24.91
2016-02,19.38,23.81
2016-02,20.98,25.3
2016-02,20.72,24.0
2016-02,19.11,22.62
2016-02,19.81,23.08
2016-02,20.55,23.55
2016-03,17.7,20.77
2016-03,17.09,20.6
2016-03,16.7,20.75
2016-03,16.86,20.81
2016-03,17.35,21.61
2016-03,18.67,22.72
2016-03,18.34,21.89
2016-03,18.05,21.49
2016-03,16.5,19.65
2016-03,16.92,19.57
2016-03,16.84,19.46
2016-03,14.99,17.8
2016-03,14.44,17.65
2016-03,14.02,17.2
2016-03,13.79,17.17
2016-03,14.17,16.98
2016-03,14.94,17.75
2016-03,14.74,17.31
2016-03,,
2016-03,15.24,18.39
2016-03,13.82,16.9
2016-03,13.56,16.53
2016-03,13.95,16.85
2016-04,13.1,15.84
2016-04,14.12,16.85
2016-04,15.42,18.02
2016-04,14.09,16.64
2016-04,16.16,18.62
2016-04,15.36,18.48
2016-04,16.26,18.59
2016-04,14.85,17.48
2016-04,13.84,16.26
2016-04,13.72,16.6
2016-04,13.62,16.05
2016-04,13.35,16.04
2016-04,13.24,16.43
2016-04,13.28,16.31
2016-04,13.95,16.57
2016-04,13.22,16.61
2016-04,14.08,17.21
2016-04,13.96,17.26
2016-04,13.77,17.06
2016-04,15.22,18.07
2016-04,15.7,19.3
2016-05,14.68,18.28
2016-05,15.6,19.02
2016-05,16.05,19.32
2016-05,15.91,19.14
2016-05,14.72,17.54
2016-05,14.57,17.38
2016-05,13.63,16.27
2016-05,14.69,17.16
2016-05,14.41,17.26
2016-05,15.04,17.1
2016-05,14.68,16.37
2016-05,15.57,17.6
2016-05,15.95,17.41
2016-05,16.33,17.88
2016-05,15.2,16.4
2016-05,15.82,16.85
2016-05,14.42,15.32
2016-05,13.9,15.01
2016-05,13.43,14.71
2016-05,13.12,14.55
2016-05,,
2016-05,14.19,15.25
2016-06,14.2,15.39
2016-06,13.63,15.15
2016-06,13.47,15.03
2016-06,13.65,15.25
2016-06,14.05,15.26
2016-06,14.08,15.27
2016-06,14.64,15.68
2016-06,17.03,17.64
2016-06,20.97,20.61
2016-06,20.5,20.43
2016-06,20.14,20.19
2016-06,19.37,19.83
2016-06,19.41,20.25
2016-06,18.37,19.31
2016-06,18.48,19.59
2016-06,21.17,21.64
2016-06,17.25,18.21
2016-06,25.76,24.88
2016-06,23.85,24.39
2016-06,18.75,20.11
2016-06,16.64,18.47
2016-06,15.63,17.58
2016-07,14.77,16.83
2016-07,,
2016-07,15.58,17.92
2016-07,14.96,17.49
2016-07,14.76,17.28
2016-07,13.2,15.74
2016-07,13.54,15.11
2016-07,13.55,15.09
2016-07,13.04,15.24
2016-07,12.82,14.66
2016-07,12.67,14.29
2016-07,12.44,14.71
2016-07,11.97,14.57
2016-07,11.77,14.27
2016-07,12.74,14.98
2016-07,12.02,14.59
2016-07,12.87,15.6
2016-07,13.05,15.93
2016-07,12.83,15.14
2016-07,12.72,14.84
2016-07,11.87,13.97
2016-08,12.44,14.52
2016-08,13.37,15.41
2016-08,12.86,15.18
2016-08,12.42,14.47
2016-08,11.39,13.77
2016-08,11.5,14.06
2016-08,11.66,14.19
2016-08,12.05,14.55
2016-08,11.68,14.31
2016-08,11.55,13.99
2016-08,11.81,14.01
2016-08,12.64,14.92
2016-08,12.19,14.76
2016-08,11.43,14.15
2016-08,11.34,13.42
2016-08,12.27,14.0
2016-08,12.38,14.21
2016-08,13.45,15.26
2016-08,13.63,15.36
2016-08,13.65,15.16
2016-08,12.94,15.0
2016-08,13.12,15.11
2016-08,13.42,15.34
2016-09,13.48,15.39
2016-09,11.98,14.32
2016-09,,
2016-09,12.02,14.32
2016-09,11.94,13.89
2016-09,12.51,14.48
2016-09,17.5,17.96
2016-09,15.16,15.31
2016-09,17.85,17.95
2016-09,18.14,18.3
2016-09,16.3,16.39
2016-09,15.37,15.14
2016-09,15.53,16.11
2016-09,15.92,16.55
2016-09,13.3,14.98
2016-09,12.02,13.66
2016-09,12.29,13.98
2016-09,14.5,16.44
2016-09,13.1,15.09
2016-09,12.39,15.03
2016-09,14.02,16.23
2016-09,13.29,15.45
2016-10,13.57,15.86
2016-10,13.63,16.25
2016-10,12.99,15.86
2016-10,12.84,15.7
2016-10,13.48,15.66
2016-10,13.38,15.5
2016-10,15.36,17.02
2016-10,15.91,17.23
2016-10,16.69,17.65
2016-10,16.12,17.4
2016-10,16.21,17.58
2016-10,15.28,16.97
2016-10,14.41,16.41
2016-10,13.75,15.63
2016-10,13.34,15.37
2016-10,13.02,14.93
2016-10,13.46,15.88
2016-10,14.24,16.51
2016-10,15.36,17.33
2016-10,16.19,18.23
2016-10,17.06,19.32
2016-11,18.56,20.66
2016-11,19.32,21.24
2016-11,22.08,22.36
2016-11,22.51,23.03
2016-11,18.71,19.66
2016-11,18.74,20.2
2016-11,14.38,17.15
2016-11,14.74,19.07
2016-11,14.17,18.95
2016-11,14.48,19.7
2016-11,13.37,17.6
2016-11,13.72,17.3
2016-11,13.35,16.02
2016-11,12.85,15.51
2016-11,12.42,14.74
2016-11,12.41,14.28
2016-11,12.43,14.26
2016-11,,
2016-11,12.34,14.39
2016-11,13.15,15.12
2016-11,12.9,14.94
2016-11,13.33,15.13
2016-12,14.07,17.18
2016-12,14.12,16.99
2016-12,12.14,15.87
2016-12,11.79,15.26
2016-12,12.22,15.2
2016-12,12.64,14.82
2016-12,11.75,14.27
2016-12,12.64,13.87
2016-12,12.72,14.33
2016-12,13.19,14.53
2016-12,12.79,14.21
2016-12,12.2,13.23
2016-12,11.71,13.11
2016-12,11.45,13.08
2016-12,11.27,13.26
2016-12,11.43,13.42
2016-12,11.44,13.24
2016-12,,
2016-12,11.99,14.24
2016-12,12.95,15.4
2016-12,13.37,15.56
2016-12,14.04,16.68
2017-01,,
2017-01,12.85,16.06
2017-01,11.85,15.18
2017-01,11.67,14.63
2017-01,11.32,13.85
2017-01,11.56,14.22
2017-01,11.49,14.13
2017-01,11.26,13.94
2017-01,11.54,13.86
2017-01,11.23,13.34
2017-01,,
2017-01,11.87,13.88
2017-01,12.48,13.51
2017-01,12.78,14.06
2017-01,11.54,13.04
2017-01,11.77,13.49
2017-01,11.07,12.64
2017-01,10.81,12.65
2017-01,10.63,12.64
2017-01,10.58,12.3
2017-01,11.88,13.71
2017-01,11.99,14.29
2017-02,11.81,13.09
2017-02,11.93,13.63
2017-02,10.97,12.78
2017-02,11.37,13.01
2017-02,11.29,13.03
2017-02,11.45,12.92
2017-02,10.88,12.65
2017-02,10.85,12.31
2017-02,11.07,12.18
2017-02,10.74,11.69
2017-02,11.97,12.23
2017-02,11.76,12.74
2017-02,11.49,12.07
2017-02,,
2017-02,11.57,12.98
2017-02,11.74,12.56
2017-02,11.71,13.29
2017-02,11.47,12.75
2017-02,12.09,13.19
2017-02,12.92,13.6
2017-03,12.54,12.9
2017-03,11.81,12.71
2017-03,10.96,11.77
2017-03,11.24,12.19
2017-03,11.45,12.13
2017-03,11.86,12.25
2017-03,12.3,12.47
2017-03,11.66,11.9
2017-03,11.35,11.19
2017-03,12.3,11.7
2017-03,11.63,11.28
2017-03,11.21,10.96
2017-03,11.28,10.57
2017-03,11.34,10.31
2017-03,12.47,12.5
2017-03,12.81,12.78
2017-03,13.12,13.7
2017-03,12.96,12.66
2017-03,12.5,12.78
2017-03,11.53,12.12
2017-03,11.42,11.53
2017-03,11.54,11.54
2017-03,12.37,11.75
2017-04,12.38,12.37
2017-04,11.79,12.15
2017-04,12.89,13.14
2017-04,12.39,12.73
2017-04,12.87,13.49
2017-04,14.05,14.22
2017-04,15.07,15.13
2017-04,15.77,15.56
2017-04,15.96,15.9
2017-04,,
2017-04,14.66,15.24
2017-04,14.42,15.47
2017-04,14.93,15.47
2017-04,14.15,14.46
2017-04,14.63,14.87
2017-04,10.84,12.06
2017-04,10.76,12.01
2017-04,10.85,11.95
2017-04,10.36,11.11
2017-04,10.82,11.53
2017-05,10.11,12.2
2017-05,10.59,12.95
2017-05,10.68,11.98
2017-05,10.46,12.18
2017-05,10.57,12.31
2017-05,9.77,11.86
2017-05,9.96,12.67
2017-05,10.21,12.34
2017-05,10.6,12.76
2017-05,10.4,12.3
2017-05,10.42,12.03
2017-05,10.65,11.59
2017-05,15.59,16.46
2017-05,14.66,15.66
2017-05,12.04,13.86
2017-05,10.93,12.88
2017-05,10.72,12.75
2017-05,10.02,12.37
2017-05,9.99,12.58
2017-05,9.81,12.26
2017-05,,
2017-05,10.38,12.9
2017-05,10.41,12.94
2017-06,9.89,12.69
2017-06,9.75,12.91
2017-06,10.07,13.2
2017-06,10.45,13.96
2017-06,10.39,14.05
2017-06,10.16,13.66
2017-06,10.7,18.13
2017-06,11.46,16.98
2017-06,10.42,15.1
2017-06,10.64,16.01
2017-06,10.9,16.2
2017-06,10.38,16.3
2017-06,10.37,14.6
2017-06,10.86,15.29
2017-06,10.75,14.76
2017-06,10.48,14.8
2017-06,10.02,14.47
2017-06,9.9,15.44
2017-06,11.06,17.26
2017-06,10.03,16.05
2017-06,11.44,18.43
2017-06,11.18,17.61
2017-07,11.22,18.74
2017-07,,
2017-07,11.07,17.26
2017-07,12.54,18.0
2017-07,11.19,16.81
2017-07,11.11,16.7
2017-07,10.89,16.42
2017-07,10.3,15.1
2017-07,9.9,14.62
2017-07,9.51,13.8
2017-07,9.82,14.5
2017-07,9.89,13.9
2017-07,9.79,13.95
2017-07,9.58,14.36
2017-07,9.36,14.36
2017-07,9.43,14.59
2017-07,9.43,13.82
2017-07,9.6,13.89
