Date,VIX,VXN NASDAQ,High Yield Spread
2010-09-16,21.72,21.81,6.25
2010-09-17,22.01,22.26,6.24
2010-09-20,21.5,22.43,6.25
2010-09-21,22.35,23.26,6.32
2010-09-22,22.51,23.63,6.35
2010-09-23,23.87,24.26,6.37
2010-09-24,21.71,22.72,6.32
2010-09-27,22.54,23.64,6.36
2010-09-28,22.6,23.86,6.36
2010-09-29,23.25,24.48,6.29
2010-09-30,23.7,24.96,6.26
2010-10-01,22.5,23.98,6.22
2010-10-04,23.53,25.16,6.23
2010-10-05,21.76,23.43,6.18
2010-10-06,21.49,23.53,6.15
2010-10-07,21.56,23.06,6.13
2010-10-08,20.71,21.98,6.12
2010-10-11,18.96,20.4,6.11
2010-10-12,18.93,20.54,6.08
2010-10-13,19.07,20.47,6.02
2010-10-14,19.88,20.63,5.97
2010-10-15,19.03,20.44,5.95
2010-10-18,19.09,21.25,6.02
2010-10-19,20.63,21.91,6.04
2010-10-20,19.79,21.65,6.06
2010-10-21,19.27,21.18,6.0
2010-10-22,18.78,20.42,5.96
2010-10-25,19.85,21.48,5.9
2010-10-26,20.22,21.81,5.79
2010-10-27,20.71,21.57,5.73
2010-10-28,20.88,21.65,5.77
2010-10-29,21.2,22.24,5.82
2010-11-01,21.83,22.92,5.96
2010-11-02,21.57,22.88,5.94
2010-11-03,19.56,20.41,5.92
2010-11-04,18.52,19.54,5.89
2010-11-05,18.26,18.67,5.79
2010-11-08,18.29,18.7,5.76
2010-11-09,19.08,18.99,5.64
2010-11-10,18.47,19.46,5.75
2010-11-11,18.64,19.37,5.75
2010-11-12,20.61,22.55,5.75
2010-11-15,20.2,21.69,5.67
2010-11-16,22.58,23.73,5.89
2010-11-17,21.76,23.25,5.89
2010-11-18,18.75,20.26,5.8
2010-11-19,18.04,19.78,5.81
2010-11-22,18.37,19.73,5.9
2010-11-23,20.63,21.77,6.04
2010-11-24,19.56,20.85,5.93
2010-11-25,,,5.93
2010-11-26,22.22,20.84,5.94
2010-11-29,21.53,23.28,6.03
2010-11-30,23.54,25.39,6.22
2010-12-01,21.36,23.09,6.02
2010-12-02,19.39,21.42,5.93
2010-12-03,18.01,19.77,5.92
2010-12-06,18.02,19.91,5.95
2010-12-07,17.99,20.16,5.69
2010-12-08,17.74,19.7,5.62
2010-12-09,17.25,19.06,5.6
2010-12-10,17.61,18.77,5.54
2010-12-13,17.55,18.26,5.58
2010-12-14,17.61,18.4,5.42
2010-12-15,17.94,18.86,5.4
2010-12-16,17.39,18.25,5.45
2010-12-17,16.11,17.31,5.54
2010-12-20,16.41,17.18,5.52
2010-12-21,16.49,16.83,5.5
2010-12-22,15.45,16.57,5.45
2010-12-23,16.47,17.43,5.37
2010-12-24,,,5.37
2010-12-27,17.67,18.94,5.4
2010-12-28,17.52,18.89,5.28
2010-12-29,17.28,18.27,5.4
2010-12-30,17.52,18.66,5.32
2010-12-31,17.75,19.48,5.41
2011-01-03,17.61,19.07,5.32
2011-01-04,17.38,18.9,5.27
2011-01-05,17.02,18.35,5.11
2011-01-06,17.4,18.41,5.13
2011-01-07,17.14,18.72,5.23
2011-01-10,17.54,18.67,5.28
2011-01-11,16.89,18.07,5.22
2011-01-12,16.24,17.42,5.17
2011-01-13,16.39,17.45,5.18
2011-01-14,15.46,16.49,5.12
2011-01-17,,,5.12
2011-01-18,15.87,16.42,5.1
2011-01-19,17.31,18.43,5.11
2011-01-20,17.99,19.63,5.03
2011-01-21,18.47,20.17,5.05
2011-01-24,17.65,18.83,5.03
2011-01-25,17.59,18.84,5.06
2011-01-26,16.64,17.93,4.98
2011-01-27,16.15,17.83,4.99
2011-01-28,20.04,21.66,5.03
2011-01-31,19.53,21.79,5.08
2011-02-01,17.63,19.96,4.99
2011-02-02,17.3,19.84,4.89
2011-02-03,16.69,19.09,4.83
2011-02-04,15.93,17.91,4.68
2011-02-07,16.28,18.22,4.64
2011-02-08,15.81,17.68,4.53
2011-02-09,15.87,17.72,4.6
2011-02-10,16.09,17.91,4.55
2011-02-11,15.69,17.18,4.59
2011-02-14,15.95,17.46,4.58
2011-02-15,16.37,17.98,4.57
2011-02-16,16.72,18.23,4.54
2011-02-17,16.59,18.22,4.56
2011-02-18,16.43,17.9,4.53
2011-02-21,,,4.52
2011-02-22,20.8,23.39,4.66
2011-02-23,22.13,24.37,4.66
2011-02-24,21.32,23.67,4.73
2011-02-25,19.22,20.64,4.72
2011-02-28,18.35,20.55,4.78
2011-03-01,21.01,22.82,4.76
2011-03-02,20.7,22.74,4.72
2011-03-03,18.6,20.1,4.6
2011-03-04,19.06,20.47,4.69
2011-03-07,20.66,23.22,4.69
2011-03-08,19.82,22.74,4.64
2011-03-09,20.22,23.43,4.71
2011-03-10,21.88,24.27,4.85
2011-03-11,20.08,22.49,4.88
2011-03-14,21.13,23.1,4.93
2011-03-15,24.32,26.79,5.09
2011-03-16,29.4,30.7,5.16
2011-03-17,26.37,28.41,5.1
2011-03-18,24.44,26.6,5.02
2011-03-21,20.61,23.82,4.93
2011-03-22,20.21,22.35,4.91
2011-03-23,19.17,21.96,4.91
2011-03-24,18.0,20.59,4.84
2011-03-25,17.91,20.78,4.79
2011-03-28,19.44,22.23,4.76
2011-03-29,18.16,21.34,4.73
2011-03-30,17.71,20.38,4.76
2011-03-31,17.74,19.74,4.77
2011-04-01,17.4,19.41,4.72
2011-04-04,17.5,20.05,4.72
2011-04-05,17.25,19.46,4.65
2011-04-06,16.9,19.32,4.57
2011-04-07,17.11,19.34,4.56
2011-04-08,17.87,19.76,4.53
2011-04-11,16.59,19.09,4.53
2011-04-12,17.09,19.39,4.63
2011-04-13,16.92,18.5,4.65
2011-04-14,16.27,17.7,4.6
2011-04-15,15.32,17.48,4.68
2011-04-18,16.96,18.47,4.74
2011-04-19,15.83,16.23,4.75
2011-04-20,15.07,16.49,4.66
2011-04-21,14.69,15.85,4.65
2011-04-22,,,
2011-04-25,15.77,17.22,4.69
2011-04-26,15.62,17.78,4.71
2011-04-27,15.35,17.03,4.67
2011-04-28,14.62,16.2,4.73
2011-04-29,14.75,16.54,4.71
2011-05-02,15.99,18.13,4.74
2011-05-03,16.7,18.62,4.76
2011-05-04,17.08,18.59,4.76
2011-05-05,18.2,19.12,4.8
2011-05-06,18.4,19.26,4.81
2011-05-09,17.16,18.38,4.82
2011-05-10,15.91,17.1,4.76
2011-05-11,16.95,17.41,4.79
2011-05-12,16.03,16.99,4.77
2011-05-13,17.07,18.4,4.8
2011-05-16,18.24,19.5,4.79
2011-05-17,17.55,19.12,4.82
2011-05-18,16.23,17.65,4.79
2011-05-19,15.52,17.06,4.8
2011-05-20,17.43,18.16,4.82
2011-05-23,18.27,19.21,4.87
2011-05-24,17.82,19.4,4.89
2011-05-25,17.07,18.16,4.92
2011-05-26,16.09,17.26,5.01
2011-05-27,15.98,16.87,5.01
2011-05-30,,,5.01
2011-05-31,15.45,16.44,5.09
2011-06-01,18.3,19.24,5.15
2011-06-02,18.09,18.71,5.15
2011-06-03,17.95,18.9,5.24
2011-06-06,18.49,19.58,5.25
2011-06-07,18.07,19.14,5.28
2011-06-08,18.79,19.97,5.38
2011-06-09,17.77,18.88,5.38
2011-06-10,18.86,19.85,5.43
2011-06-13,19.61,20.22,5.47
2011-06-14,18.26,18.74,5.37
2011-06-15,21.32,22.29,5.52
2011-06-16,22.73,24.47,5.65
2011-06-17,21.85,23.58,5.64
2011-06-20,19.99,22.07,5.67
2011-06-21,18.86,20.36,5.65
2011-06-22,18.52,20.2,5.62
2011-06-23,19.29,20.76,5.75
2011-06-24,21.1,22.58,5.8
2011-06-27,20.56,21.96,5.78
2011-06-28,19.17,20.71,5.65
2011-06-29,17.27,18.84,5.53
2011-06-30,16.52,17.86,5.42
2011-07-01,15.87,17.37,5.34
2011-07-04,,,5.34
2011-07-05,16.06,17.76,5.37
2011-07-06,16.34,17.85,5.41
2011-07-07,15.95,17.71,5.27
2011-07-08,15.95,17.45,5.39
2011-07-11,18.39,20.22,5.56
2011-07-12,19.87,21.93,5.6
2011-07-13,19.91,21.82,5.57
2011-07-14,20.8,21.87,5.49
2011-07-15,19.53,20.95,5.51
2011-07-18,20.95,22.48,5.54
2011-07-19,19.21,20.46,5.54
2011-07-20,19.09,21.06,5.46
2011-07-21,17.56,19.71,5.36
2011-07-22,17.52,19.17,5.35
2011-07-25,19.35,20.95,5.33
2011-07-26,20.23,21.58,5.35
2011-07-27,22.98,24.7,5.32
2011-07-28,23.74,25.12,5.37
2011-07-29,25.25,26.08,5.51
2011-08-01,23.66,24.26,5.63
2011-08-02,24.79,25.69,5.8
2011-08-03,23.38,24.73,5.87
2011-08-04,31.66,31.68,6.16
2011-08-05,32.0,33.77,6.24
2011-08-08,48.0,44.74,6.84
2011-08-09,35.06,34.63,7.19
2011-08-10,42.99,41.76,7.3
2011-08-11,39.0,37.85,7.39
2011-08-12,36.36,35.22,7.3
2011-08-15,31.87,30.44,7.1
2011-08-16,32.85,31.55,7.11
2011-08-17,31.58,31.17,7.08
2011-08-18,42.67,41.61,7.23
2011-08-19,43.05,43.47,7.3
2011-08-22,42.44,42.03,7.32
2011-08-23,36.27,35.45,7.46
2011-08-24,35.9,35.65,7.45
2011-08-25,39.76,39.43,7.43
2011-08-26,35.59,34.49,7.5
2011-08-29,32.28,32.11,7.39
2011-08-30,32.89,32.02,7.39
2011-08-31,31.62,31.37,7.3
2011-09-01,31.82,31.36,7.26
2011-09-02,33.92,33.0,7.33
2011-09-05,,,7.34
2011-09-06,37.0,35.86,7.54
2011-09-07,33.38,33.12,7.41
2011-09-08,34.32,33.65,7.42
2011-09-09,38.52,37.99,7.51
2011-09-12,38.59,37.97,7.64
2011-09-13,36.91,36.0,7.62
2011-09-14,34.6,33.36,7.55
2011-09-15,31.97,30.67,7.49
2011-09-16,30.98,29.36,7.46
2011-09-19,32.73,31.42,7.61
2011-09-20,32.86,31.3,7.59
2011-09-21,37.32,34.68,7.61
2011-09-22,41.35,40.25,7.95
2011-09-23,41.25,39.88,8.01
2011-09-26,39.02,39.24,8.0
2011-09-27,37.71,37.65,7.92
2011-09-28,41.08,40.76,8.03
2011-09-29,38.84,41.16,8.16
2011-09-30,42.96,44.98,8.41
2011-10-03,45.45,46.61,8.72
2011-10-04,40.82,42.47,9.1
2011-10-05,37.81,39.12,8.98
2011-10-06,36.27,37.32,8.72
2011-10-07,36.2,37.08,8.55
2011-10-10,33.02,34.48,8.56
2011-10-11,32.86,34.1,8.34
2011-10-12,31.26,32.34,8.07
2011-10-13,30.7,30.3,8.05
2011-10-14,28.24,28.69,7.89
2011-10-17,33.39,32.92,7.88
2011-10-18,31.56,30.48,7.87
2011-10-19,34.44,33.84,7.7
2011-10-20,34.78,34.78,7.64
2011-10-21,31.32,31.42,7.46
2011-10-24,29.26,28.45,7.31
2011-10-25,32.22,31.54,7.29
2011-10-26,29.86,30.47,7.2
2011-10-27,25.46,26.28,6.83
2011-10-28,24.53,25.0,6.85
2011-10-31,29.96,28.82,7.07
2011-11-01,34.77,33.49,7.42
2011-11-02,32.74,32.03,7.35
2011-11-03,30.5,29.3,7.25
2011-11-04,30.16,29.35,7.26
2011-11-07,29.85,28.83,7.29
2011-11-08,27.48,27.31,7.23
2011-11-09,36.16,34.61,7.48
2011-11-10,32.81,32.67,7.46
2011-11-11,30.04,29.35,7.46
2011-11-14,31.13,30.73,7.44
2011-11-15,31.22,30.04,7.49
2011-11-16,33.51,31.94,7.54
2011-11-17,34.51,34.34,7.62
2011-11-18,32.0,31.83,7.61
2011-11-21,32.91,32.93,7.79
2011-11-22,31.97,31.07,7.9
2011-11-23,33.98,33.07,8.03
2011-11-24,,,8.03
2011-11-25,34.47,33.04,8.0
2011-11-28,32.13,31.56,7.95
2011-11-29,30.64,31.06,7.95
2011-11-30,27.8,27.77,7.79
2011-12-01,27.41,27.2,7.69
2011-12-02,27.52,27.69,7.65
2011-12-05,27.84,27.89,7.56
2011-12-06,28.13,27.94,7.5
2011-12-07,28.67,28.45,7.54
2011-12-08,30.59,30.0,7.56
2011-12-09,26.38,25.99,7.53
2011-12-12,25.67,24.56,7.6
2011-12-13,25.41,25.29,7.6
2011-12-14,26.04,26.08,7.63
2011-12-15,25.11,24.79,7.62
2011-12-16,24.29,23.48,7.65
2011-12-19,24.92,24.15,7.65
2011-12-20,23.22,22.5,7.54
2011-12-21,21.43,22.29,7.49
2011-12-22,21.16,21.89,7.45
2011-12-23,20.73,21.37,7.37
2011-12-26,,,
2011-12-27,21.91,22.49,7.37
2011-12-28,23.52,23.54,7.4
2011-12-29,22.65,23.07,7.36
2011-12-30,23.4,23.13,7.38
2012-01-02,,,
2012-01-03,22.97,23.02,7.06
2012-01-04,22.22,21.98,7.0
2012-01-05,21.48,21.4,7.0
2012-01-06,20.63,20.52,7.0
2012-01-09,21.07,21.22,6.99
2012-01-10,20.69,20.93,6.92
2012-01-11,21.05,21.18,6.98
2012-01-12,20.47,20.79,6.93
2012-01-13,20.91,21.38,7.02
2012-01-16,,,6.98
2012-01-17,22.2,22.21,6.99
2012-01-18,20.89,21.29,6.93
2012-01-19,19.87,20.27,6.77
2012-01-20,18.28,18.97,6.69
2012-01-23,18.67,19.42,6.62
2012-01-24,18.91,19.74,6.62
2012-01-25,18.31,19.36,6.63
2012-01-26,18.57,19.56,6.58
2012-01-27,18.53,19.31,6.57
2012-01-30,19.4,19.75,6.65
2012-01-31,19.44,19.89,6.61
2012-02-01,18.55,19.04,6.54
2012-02-02,17.98,18.89,6.55
2012-02-03,17.1,18.21,6.42
2012-02-06,17.76,18.65,6.44
2012-02-07,17.65,18.75,6.36
2012-02-08,18.16,18.99,6.29
2012-02-09,18.63,18.9,6.26
2012-02-10,20.79,20.94,6.35
2012-02-13,19.04,19.6,6.27
2012-02-14,19.54,20.18,6.27
2012-02-15,21.14,22.35,6.27
2012-02-16,19.22,20.89,6.26
2012-02-17,17.78,19.76,6.2
2012-02-20,,,6.2
2012-02-21,18.19,19.92,6.14
2012-02-22,18.19,19.72,6.15
2012-02-23,16.8,18.41,6.11
2012-02-24,17.31,18.27,6.01
2012-02-27,18.19,19.42,6.05
2012-02-28,17.96,19.55,6.01
2012-02-29,18.43,19.83,5.98
2012-03-01,17.26,18.68,5.94
2012-03-02,17.29,18.23,5.97
2012-03-05,18.05,19.57,6.01
2012-03-06,20.87,21.42,6.25
2012-03-07,19.07,20.42,6.18
2012-03-08,17.95,19.05,6.11
2012-03-09,17.11,18.11,6.09
2012-03-12,15.64,16.71,6.06
2012-03-13,14.8,16.44,5.97
2012-03-14,15.31,17.59,5.83
2012-03-15,15.42,17.25,5.87
2012-03-16,14.47,16.47,5.86
2012-03-19,15.04,16.55,5.79
2012-03-20,15.58,16.35,5.8
2012-03-21,15.13,16.23,5.85
2012-03-22,15.57,16.83,5.91
2012-03-23,14.82,16.57,5.93
2012-03-26,14.26,15.92,5.91
2012-03-27,15.59,17.02,5.93
2012-03-28,15.47,17.28,5.93
2012-03-29,15.48,17.27,6.02
2012-03-30,15.5,17.19,5.95
2012-04-02,15.64,16.7,5.99
2012-04-03,15.66,16.82,5.91
2012-04-04,16.44,17.95,5.99
2012-04-05,16.7,17.96,6.05
2012-04-06,,,
2012-04-09,18.81,20.18,6.24
2012-04-10,20.39,21.59,6.32
2012-04-11,20.02,21.3,6.3
2012-04-12,17.2,19.34,6.24
2012-04-13,19.55,21.44,6.26
2012-04-16,19.55,22.57,6.23
2012-04-17,18.46,20.63,6.16
2012-04-18,18.64,21.26,6.16
2012-04-19,18.36,20.99,6.17
2012-04-20,17.44,20.17,6.14
2012-04-23,18.97,21.31,6.2
2012-04-24,18.1,21.03,6.14
2012-04-25,16.82,18.47,6.05
2012-04-26,16.24,17.83,6.06
2012-04-27,16.32,17.52,6.02
2012-04-30,17.15,18.77,6.04
2012-05-01,16.6,18.66,5.96
2012-05-02,16.88,18.41,5.96
2012-05-03,17.56,19.19,5.92
2012-05-04,19.16,21.1,5.94
2012-05-07,18.94,21.06,5.95
2012-05-08,19.05,21.28,6.0
2012-05-09,20.08,21.98,6.04
2012-05-10,18.83,21.33,6.0
2012-05-11,19.89,21.79,6.02
2012-05-14,21.87,23.48,6.11
2012-05-15,21.97,23.59,6.15
2012-05-16,22.27,24.17,6.22
2012-05-17,24.49,26.5,6.44
2012-05-18,25.1,27.55,6.52
2012-05-21,22.01,24.3,6.63
2012-05-22,22.48,24.52,6.55
2012-05-23,22.33,24.09,6.66
2012-05-24,21.54,24.2,6.62
2012-05-25,21.76,23.99,6.63
2012-05-28,,,6.63
2012-05-29,21.03,23.33,6.59
2012-05-30,24.14,25.35,6.71
2012-05-31,24.06,25.89,6.96
2012-06-01,26.66,28.63,7.16
2012-06-04,26.12,28.17,7.17
2012-06-05,24.68,26.39,7.23
2012-06-06,22.16,23.75,7.06
2012-06-07,21.72,23.81,6.95
2012-06-08,21.23,22.55,6.95
2012-06-11,23.56,24.6,6.9
2012-06-12,22.09,23.15,6.9
2012-06-13,24.27,24.52,6.91
2012-06-14,21.68,24.02,6.85
2012-06-15,21.11,21.86,6.84
2012-06-18,18.32,19.64,6.81
2012-06-19,18.38,19.2,6.65
2012-06-20,17.24,17.81,6.54
2012-06-21,20.08,20.78,6.52
2012-06-22,18.11,19.12,6.52
2012-06-25,20.38,21.28,6.6
2012-06-26,19.72,20.87,6.57
2012-06-27,19.45,20.68,6.52
2012-06-28,19.71,21.51,6.52
2012-06-29,17.08,18.65,6.36
2012-07-02,16.8,18.55,6.45
2012-07-03,16.66,18.56,6.39
2012-07-04,,,6.38
2012-07-05,17.5,18.43,6.4
2012-07-06,17.1,18.65,6.44
2012-07-09,17.98,19.6,6.44
2012-07-10,18.72,20.67,6.4
2012-07-11,17.95,20.34,6.37
2012-07-12,18.33,20.97,6.41
2012-07-13,16.74,19.09,6.41
2012-07-16,17.11,19.54,6.39
2012-07-17,16.48,18.91,6.36
2012-07-18,16.16,18.3,6.33
2012-07-19,15.45,17.49,6.25
2012-07-20,16.27,18.2,6.28
2012-07-23,18.62,20.61,6.38
2012-07-24,20.47,22.83,6.4
2012-07-25,19.34,21.44,6.4
2012-07-26,17.53,20.11,6.35
2012-07-27,16.7,18.58,6.22
2012-07-30,18.03,19.74,6.2
2012-07-31,18.93,20.3,6.16
2012-08-01,18.96,20.19,6.1
2012-08-02,17.57,19.08,6.13
2012-08-03,15.64,17.46,6.01
2012-08-06,15.95,17.57,6.0
2012-08-07,15.99,17.41,5.91
2012-08-08,15.32,16.97,5.89
2012-08-09,15.28,16.41,5.91
2012-08-10,14.74,15.89,5.98
2012-08-13,13.7,14.48,5.96
2012-08-14,14.85,15.4,5.92
2012-08-15,14.63,14.77,5.88
2012-08-16,14.29,14.81,5.89
2012-08-17,13.45,13.79,5.89
2012-08-20,14.02,14.62,5.86
2012-08-21,15.02,15.36,5.83
2012-08-22,15.11,15.58,5.88
2012-08-23,15.96,16.68,5.89
2012-08-24,15.18,16.6,5.87
2012-08-27,16.35,17.19,5.87
2012-08-28,16.49,17.64,5.88
2012-08-29,17.06,18.11,5.84
2012-08-30,17.83,19.03,5.86
2012-08-31,17.47,18.35,5.98
2012-09-03,,,5.98
2012-09-04,17.98,19.09,5.94
2012-09-05,17.74,19.02,5.91
2012-09-06,15.6,17.01,5.8
2012-09-07,14.38,15.44,5.74
2012-09-10,16.28,17.8,5.68
2012-09-11,16.41,18.01,5.64
2012-09-12,15.8,17.18,5.51
2012-09-13,14.05,16.15,5.5
2012-09-14,14.51,15.89,5.3
2012-09-17,14.59,15.79,5.32
2012-09-18,14.18,15.05,5.33
2012-09-19,13.88,14.84,5.34
2012-09-20,14.07,14.58,5.38
2012-09-21,13.98,14.44,5.42
2012-09-24,14.15,15.34,5.5
2012-09-25,15.43,16.7,5.56
2012-09-26,16.81,17.94,5.8
2012-09-27,14.84,16.45,5.73
2012-09-28,15.73,17.01,5.72
2012-10-01,16.32,17.75,5.71
2012-10-02,15.71,17.3,5.72
2012-10-03,15.43,16.76,5.68
2012-10-04,14.55,16.65,5.62
2012-10-05,14.33,16.48,5.55
2012-10-08,15.11,17.52,5.54
2012-10-09,16.37,18.87,5.56
2012-10-10,16.29,18.48,5.61
2012-10-11,15.59,18.33,5.57
2012-10-12,16.14,17.84,5.56
2012-10-15,15.27,17.55,5.48
2012-10-16,15.22,17.17,5.4
2012-10-17,15.07,16.89,5.27
2012-10-18,15.03,17.61,5.24
2012-10-19,17.06,20.05,5.31
2012-10-22,16.62,19.2,5.28
2012-10-23,18.83,20.66,5.41
2012-10-24,18.33,21.67,5.39
2012-10-25,18.12,20.28,5.33
2012-10-26,17.81,19.58,5.41
2012-10-29,,,5.46
2012-10-30,,,
2012-10-31,18.6,20.33,5.63
2012-11-01,16.69,18.44,5.57
2012-11-02,17.59,19.95,5.54
2012-11-05,18.42,19.54,5.57
2012-11-06,17.58,19.1,5.49
2012-11-07,19.08,20.42,5.63
2012-11-08,18.49,20.14,5.67
2012-11-09,18.61,19.41,5.77
2012-11-12,16.68,18.62,5.77
2012-11-13,16.65,19.05,5.82
2012-11-14,17.92,19.5,5.84
2012-11-15,17.99,19.23,5.94
2012-11-16,16.41,18.13,5.98
2012-11-19,15.24,15.92,5.85
2012-11-20,15.08,16.18,5.79
2012-11-21,15.31,16.21,5.72
2012-11-22,,,5.72
2012-11-23,15.14,16.21,5.71
2012-11-26,15.5,16.81,5.68
2012-11-27,15.92,16.9,5.65
2012-11-28,15.51,16.75,5.66
2012-11-29,15.06,16.4,5.58
2012-11-30,15.87,16.96,5.65
2012-12-03,16.64,17.69,5.6
2012-12-04,17.12,18.37,5.58
2012-12-05,16.46,18.63,5.51
2012-12-06,16.58,18.49,5.48
2012-12-07,15.9,18.35,5.42
2012-12-10,16.05,18.74,5.41
2012-12-11,15.57,17.96,5.35
2012-12-12,15.95,18.58,5.29
2012-12-13,16.56,19.47,5.27
2012-12-14,17.0,20.19,5.28
2012-12-17,16.34,19.47,5.31
2012-12-18,15.57,18.63,5.19
2012-12-19,17.36,19.27,5.19
2012-12-20,17.67,19.32,5.19
2012-12-21,17.84,20.16,5.26
2012-12-24,17.84,20.15,5.24
2012-12-25,,,
2012-12-26,19.48,21.18,5.24
2012-12-27,19.47,21.57,5.28
2012-12-28,22.72,23.32,5.3
2012-12-31,18.02,20.56,5.34
2013-01-01,,,
2013-01-02,14.68,16.95,5.16
2013-01-03,14.56,17.11,5.06
2013-01-04,13.83,15.51,5.04
2013-01-07,13.79,16.55,5.02
2013-01-08,13.62,16.43,5.02
2013-01-09,13.81,16.08,4.99
2013-01-10,13.49,16.08,4.94
2013-01-11,13.36,15.87,4.93
2013-01-14,13.52,16.13,4.91
2013-01-15,13.55,16.12,4.96
2013-01-16,13.42,15.32,4.95
2013-01-17,13.57,15.07,4.88
2013-01-18,12.46,14.17,4.89
2013-01-21,,,4.88
2013-01-22,12.43,14.08,4.88
2013-01-23,12.46,14.28,4.85
2013-01-24,12.69,14.17,4.82
2013-01-25,12.89,14.06,4.73
2013-01-28,13.57,14.39,4.72
2013-01-29,13.31,14.02,4.78
2013-01-30,14.32,14.38,4.84
2013-01-31,14.28,14.83,4.95
2013-02-01,12.9,13.89,4.94
2013-02-04,14.67,15.73,5.01
2013-02-05,13.72,14.83,5.01
2013-02-06,13.41,14.02,5.04
2013-02-07,13.5,14.77,5.08
2013-02-08,13.02,14.14,5.08
2013-02-11,12.94,14.11,5.06
2013-02-12,12.64,13.06,5.04
2013-02-13,12.98,14.41,4.97
2013-02-14,12.66,13.66,4.97
2013-02-15,12.46,13.47,4.96
2013-02-18,,,4.95
2013-02-19,12.31,13.42,4.92
2013-02-20,14.68,15.28,4.92
2013-02-21,15.22,16.49,4.99
2013-02-22,14.17,15.68,4.97
2013-02-25,18.99,19.35,4.97
2013-02-26,16.87,17.91,5.02
2013-02-27,14.73,16.34,4.98
2013-02-28,15.51,16.3,4.98
2013-03-01,15.36,15.64,5.0
2013-03-04,14.01,15.39,4.98
2013-03-05,13.48,14.6,4.92
2013-03-06,13.53,14.6,4.88
2013-03-07,13.06,14.23,4.81
2013-03-08,12.59,13.72,4.76
2013-03-11,11.56,12.41,4.75
2013-03-12,12.27,12.84,4.76
2013-03-13,11.83,12.65,4.75
2013-03-14,11.3,12.33,4.71
2013-03-15,11.3,12.03,4.72
2013-03-18,13.36,13.69,4.77
2013-03-19,14.39,14.45,4.78
2013-03-20,12.67,13.42,4.76
2013-03-21,13.99,14.24,4.76
2013-03-22,13.57,13.88,4.78
2013-03-25,13.74,14.35,4.75
2013-03-26,12.77,13.42,4.78
2013-03-27,13.15,13.57,4.81
2013-03-28,12.7,13.28,4.8
2013-03-29,,,
2013-04-01,13.58,14.48,4.87
2013-04-02,12.78,14.02,4.84
2013-04-03,14.21,14.94,4.87
2013-04-04,13.89,15.26,4.89
2013-04-05,13.92,15.52,4.95
2013-04-08,13.19,14.89,4.9
2013-04-09,12.84,14.46,4.87
2013-04-10,12.36,13.71,4.78
2013-04-11,12.24,14.09,4.73
2013-04-12,12.06,13.88,4.75
2013-04-15,17.27,17.16,4.79
2013-04-16,13.96,15.72,4.78
2013-04-17,16.51,18.2,4.8
2013-04-18,17.56,18.75,4.8
2013-04-19,14.97,17.17,4.78
2013-04-22,14.39,16.13,4.75
2013-04-23,13.48,15.72,4.71
2013-04-24,13.61,15.4,4.66
2013-04-25,13.62,15.32,4.61
2013-04-26,13.61,15.48,4.6
2013-04-29,13.71,15.32,4.53
2013-04-30,13.52,15.34,4.55
2013-05-01,14.49,16.0,4.5
2013-05-02,13.59,15.19,4.45
2013-05-03,12.85,14.66,4.33
2013-05-06,12.66,14.6,4.3
2013-05-07,12.83,14.27,4.24
2013-05-08,12.66,14.49,4.24
2013-05-09,13.13,14.49,4.23
2013-05-10,12.59,14.34,4.23
2013-05-13,12.55,14.59,4.35
2013-05-14,12.77,14.78,4.35
2013-05-15,12.81,13.88,4.36
2013-05-16,13.07,13.72,4.42
2013-05-17,12.45,13.3,4.37
2013-05-20,13.02,13.53,4.34
2013-05-21,13.37,14.41,4.35
2013-05-22,13.82,14.73,4.27
2013-05-23,14.07,14.89,4.42
2013-05-24,13.99,14.48,4.45
2013-05-27,,,4.44
2013-05-28,14.48,14.99,4.35
2013-05-29,14.83,15.18,4.55
2013-05-30,14.53,14.99,4.54
2013-05-31,16.3,15.99,4.62
2013-06-03,16.28,16.79,4.76
2013-06-04,16.27,16.84,4.79
2013-06-05,17.5,17.49,5.03
2013-06-06,16.63,17.4,5.08
2013-06-07,15.14,15.88,4.89
2013-06-10,15.44,15.86,4.86
2013-06-11,17.07,16.88,5.08
2013-06-12,18.59,18.7,5.02
2013-06-13,16.41,17.13,5.11
2013-06-14,17.15,17.28,5.04
2013-06-17,16.8,16.95,4.97
2013-06-18,16.61,16.47,4.96
2013-06-19,16.64,15.12,4.85
2013-06-20,20.49,20.06,5.12
2013-06-21,18.9,19.44,5.09
2013-06-24,20.11,19.83,5.34
2013-06-25,18.47,18.8,5.34
2013-06-26,17.21,17.38,5.29
2013-06-27,16.86,16.72,5.23
2013-06-28,16.86,16.47,5.16
2013-07-01,16.37,16.16,5.17
2013-07-02,16.44,15.94,5.15
2013-07-03,16.2,15.8,5.15
2013-07-04,,,5.15
2013-07-05,14.89,14.91,5.04
2013-07-08,14.78,14.77,5.11
2013-07-09,14.35,14.26,5.04
2013-07-10,14.21,13.95,4.98
2013-07-11,14.01,13.87,4.9
2013-07-12,13.84,13.96,4.8
2013-07-15,13.79,14.03,4.77
2013-07-16,14.42,14.25,4.72
2013-07-17,13.78,13.92,4.68
2013-07-18,13.77,13.47,4.57
2013-07-19,12.54,13.75,4.56
2013-07-22,12.29,13.39,4.53
2013-07-23,12.66,13.37,4.5
2013-07-24,13.18,13.27,4.55
