date,SPX,VIX,VVIX,Skew,Realized Vol,Returns
2016-01-27,1882.95,23.11,100.04,129.06,21.84,-1.0922893803811027
2016-01-28,1893.36,22.42,96.56,129.23,21.91,0.551333252261662
2016-01-29,1940.24,20.2,89.95,120.86,22.98,2.445864829101941
2016-02-01,1939.38,19.98,89.65,126.38,22.84,-0.04433423964646878
2016-02-02,1903.03,21.98,97.6,119.83,23.47,-1.89209815953702
2016-02-03,1912.53,21.65,97.32,122.04,22.98,0.49796200980441396
2016-02-04,1915.45,21.84,95.22,122.69,22.97,0.1525609102635925
2016-02-05,1880.05,23.38,100.55,119.01,23.44,-1.8654209739793222
2016-02-08,1853.44,26.0,104.53,120.25,22.36,-1.4255000337827675
2016-02-09,1852.21,26.54,103.06,120.74,22.05,-0.06638511706025009
2016-02-10,1851.86,26.29,106.19,120.36,22.05,-0.018898131031094854
2016-02-11,1829.08,28.14,107.21,122.38,22.31,-1.2377431213466799
2016-02-12,1864.78,25.4,103.25,117.75,21.56,1.9329975470501772
2016-02-12,1864.78,25.4,103.25,117.75,21.56,0.0
2016-02-16,1895.58,24.11,94.2,125.77,21.54,1.6381776635361385
2016-02-17,1926.82,22.31,88.96,124.99,20.93,1.634611531802933
2016-02-18,1917.83,21.64,87.53,125.33,20.99,-0.46766370852842465
2016-02-19,1917.78,20.53,86.25,123.61,20.6,-0.002607147233575974
2016-02-22,1945.5,19.38,86.19,117.46,21.11,1.4350746375528582
2016-02-23,1921.27,20.98,89.67,119.67,20.38,-1.2532587736590248
2016-02-24,1929.8,20.72,86.74,119.46,19.76,0.4429944898265448
2016-02-25,1951.7,19.11,83.51,122.02,19.61,1.1284417050872817
2016-02-26,1948.05,19.81,83.72,118.65,19.25,-0.18719154129472615
2016-02-29,1932.23,20.55,85.06,117.68,19.45,-0.8154095918303473
2016-03-01,1978.35,17.7,79.45,119.81,19.76,2.3588387634097945
2016-03-02,1986.45,17.09,78.84,122.35,19.81,0.4085962101079654
2016-03-03,1993.4,16.7,79.41,125.27,18.8,0.34925974922729325
2016-03-04,1999.99,16.86,81.97,121.65,18.73,0.33004569962263436
2016-03-07,2001.76,17.35,82.3,124.01,18.73,0.08846130395075827
2016-03-08,1979.26,18.67,87.46,123.53,17.92,-1.130375611146468
2016-03-09,1989.26,18.34,92.86,123.47,17.37,0.5039672807617217
2016-03-10,1989.57,18.05,94.77,130.04,17.37,0.015582470255186083
2016-03-11,2022.19,16.5,92.35,128.99,18.21,1.62625475679903
2016-03-14,2019.64,16.92,89.74,133.3,17.68,-0.12618048449994732
2016-03-15,2015.93,16.84,90.34,132.45,16.38,-0.18386503245784805
2016-03-16,2027.22,14.99,84.37,125.42,15.51,0.55847689767839
2016-03-17,2040.59,14.44,84.71,126.65,14.56,0.657358536675143
2016-03-18,2049.58,14.02,86.2,126.75,14.53,0.4395912383556867
2016-03-21,2051.6,13.79,87.78,129.35,14.53,0.09850824218144216
2016-03-22,2049.8,14.17,85.04,130.99,13.67,-0.08777491176506626
2016-03-23,2036.71,14.94,86.06,129.67,13.18,-0.6406466530530142
2016-03-24,2035.94,14.74,84.2,119.02,13.09,-0.03781321788883433
2016-03-24,2035.94,14.74,84.2,119.02,13.09,0.0
2016-03-28,2037.05,15.24,83.29,127.74,12.46,0.054505413835056776
2016-03-29,2055.01,13.82,81.39,132.61,12.82,0.8778031272149313
2016-03-30,2063.95,13.56,80.33,128.67,12.49,0.43409084032825307
2016-03-31,2059.74,13.95,82.94,122.03,9.07,-0.2041861276038347
2016-04-01,2072.78,13.1,81.57,124.03,9.25,0.6310940191309253
2016-04-04,2066.13,14.12,84.43,125.23,9.24,-0.32134091933979764
2016-04-05,2045.17,15.42,89.11,120.27,9.8,-1.0196376617517549
2016-04-06,2066.66,14.09,85.59,125.06,10.42,1.0452861947236771
2016-04-07,2041.91,16.16,92.74,125.13,10.55,-1.2048133236940892
2016-04-08,2047.6,15.36,89.73,113.84,10.45,0.2782731266950438
2016-04-11,2041.99,16.26,92.81,119.13,10.49,-0.27435530304558237
2016-04-12,2061.72,14.85,89.78,126.17,9.54,0.9615763308903494
2016-04-13,2082.42,13.84,87.89,127.13,10.12,0.9990093075086406
2016-04-14,2082.78,13.72,87.92,126.23,10.11,0.017286084744860798
2016-04-15,2080.73,13.62,90.27,123.1,9.92,-0.09847461231804666
2016-04-18,2094.34,13.35,86.57,120.55,9.96,0.6519674261282988
2016-04-19,2100.8,13.24,86.98,126.19,9.92,0.307975662601835
2016-04-20,2102.4,13.28,87.97,126.2,9.91,0.07613247417596009
2016-04-21,2091.48,13.95,87.07,127.06,10.08,-0.5207599968700849
2016-04-22,2091.58,13.22,84.1,123.25,9.82,0.004781188891334172
2016-04-25,2087.79,14.08,85.77,126.78,9.83,-0.18136709785938732
2016-04-26,2091.7,13.96,84.51,127.4,9.85,0.18710422279640287
2016-04-27,2095.15,13.77,83.1,126.09,9.36,0.16480173786207936
2016-04-28,2075.81,15.22,87.36,125.44,9.76,-0.9273710899120031
2016-04-29,2065.3,15.7,91.68,126.49,9.9,-0.5075944645770556
2016-05-02,2081.43,14.68,89.49,127.67,10.01,0.7779663181895582
2016-05-03,2063.37,15.6,91.66,125.94,10.39,-0.8714589025124733
2016-05-04,2051.12,16.05,91.86,124.31,10.03,-0.5954583044667261
2016-05-05,2050.63,15.91,91.58,123.74,9.37,-0.023892241230235655
2016-05-06,2057.14,14.72,88.86,120.82,8.49,0.31696056255198524
2016-05-09,2058.69,14.57,86.42,123.17,8.44,0.07531895502368041
2016-05-10,2084.39,13.63,85.92,124.1,9.43,1.2406388310731433
2016-05-11,2064.46,14.69,91.53,122.19,9.44,-0.9607555492817648
2016-05-12,2064.11,14.41,91.25,123.52,8.8,-0.016955023208444768
2016-05-13,2046.61,15.04,94.0,121.46,9.33,-0.8514374961630291
2016-05-16,2066.66,14.68,90.61,124.13,9.93,0.9749011760057352
2016-05-17,2047.21,15.57,91.76,122.96,10.2,-0.9455886999175739
2016-05-18,2047.63,15.95,89.99,122.22,10.15,0.020513622093808807
2016-05-19,2040.04,16.33,90.46,123.66,10.21,-0.37136112860127357
2016-05-20,2052.32,15.2,85.46,125.61,10.24,0.6001445062372706
2016-05-23,2048.04,15.82,84.12,124.74,10.25,-0.20876223328746188
2016-05-24,2076.06,14.42,79.48,124.74,11.19,1.3588628383570183
2016-05-25,2090.54,13.9,78.54,127.13,11.42,0.695053918975373
2016-05-26,2090.1,13.43,77.48,129.28,11.4,-0.021049408780701166
2016-05-27,2099.06,13.12,76.17,129.61,11.04,0.42777137484011474
2016-05-27,2099.06,13.12,76.17,129.61,11.04,0.0
2016-05-31,2096.96,14.19,79.43,127.7,10.89,-0.10009486014519232
2016-06-01,2099.33,14.2,78.93,132.46,10.55,0.11295693348150855
2016-06-02,2105.26,13.63,79.54,134.15,10.15,0.28207287425610056
2016-06-03,2099.13,13.47,79.08,125.04,9.99,-0.2916001771314822
2016-06-06,2109.41,13.65,80.71,125.57,10.15,0.4885314358638568
2016-06-07,2112.13,14.05,82.3,128.54,10.1,0.1288629446313622
2016-06-08,2119.12,14.08,86.61,129.23,10.15,0.3303991188786806
2016-06-09,2115.48,14.64,89.98,129.31,9.2,-0.1719171065279513
2016-06-10,2096.07,17.03,103.78,133.67,9.15,-0.9217574255820173
2016-06-13,2079.06,20.97,124.56,137.49,9.57,-0.8148294359401812
2016-06-14,2075.32,20.5,116.44,138.02,9.07,-0.180050982836035
2016-06-15,2071.5,20.14,114.23,140.91,8.42,-0.18423761246134854
2016-06-16,2077.99,19.37,115.47,142.5,7.79,0.3128097810598873
2016-06-17,2071.22,19.41,115.72,137.94,7.9,-0.32632746994190637
2016-06-20,2083.25,18.37,112.4,137.81,8.1,0.5791368633679743
2016-06-21,2088.9,18.48,113.46,135.92,7.9,0.2708437354294545
2016-06-22,2085.45,21.17,122.94,136.48,7.9,-0.1652952332948847
2016-06-23,2113.32,17.25,104.71,145.7,7.89,1.3275511311332404
2016-06-24,2037.41,25.76,125.13,142.92,14.78,-3.6580777234719344
2016-06-27,2000.54,23.85,115.6,136.43,16.01,-1.826224926163297
2016-06-28,2036.09,18.75,108.0,153.66,17.07,1.76141579169895
2016-06-29,2070.77,16.64,98.6,136.46,18.04,1.6889216752452152
2016-06-30,2098.86,15.63,94.23,140.58,18.65,1.3473821400287618
2016-07-01,2102.95,14.77,91.7,128.53,18.63,0.19467806929598444
2016-07-01,2102.95,14.77,91.7,128.53,18.63,0.0
2016-07-05,2088.55,15.58,91.85,125.35,18.75,-0.6871075583428663
2016-07-06,2099.73,14.96,89.24,123.14,18.77,0.5338719739026071
2016-07-07,2097.9,14.76,89.5,124.72,18.77,-0.08719206389974177
2016-07-08,2129.9,13.2,84.72,127.2,19.44,1.5138185866623861
2016-07-11,2137.16,13.54,84.78,125.03,19.47,0.3402814586803249
2016-07-12,2152.14,13.55,84.98,126.1,19.37,0.6984851096364438
2016-07-13,2152.43,13.04,84.18,127.29,19.16,0.013474052016275426
2016-07-14,2163.75,12.82,86.03,128.28,19.24,0.5245391042533613
2016-07-15,2161.74,12.67,89.04,129.76,19.23,-0.09293745423876834
2016-07-18,2166.89,12.44,87.2,125.38,19.23,0.23795068786033224
2016-07-19,2163.78,11.97,89.03,129.92,19.19,-0.14362676143070066
2016-07-20,2173.02,11.77,87.09,128.49,19.12,0.4261212867370133
2016-07-21,2165.17,12.74,92.84,128.01,19.15,-0.36190247858399655
2016-07-22,2175.03,12.02,89.51,128.36,19.2,0.45435772372509076
2016-07-25,2168.48,12.87,91.95,129.65,18.68,-0.3015996263403
2016-07-26,2169.18,13.05,91.44,130.02,13.69,0.03227546677593284
2016-07-27,2166.58,12.83,91.23,125.68,12.23,-0.11993285198676762
2016-07-28,2170.06,12.72,89.81,128.51,10.62,0.16049295062452704
2016-07-29,2173.6,11.87,90.84,128.25,8.88,0.16299621902952421
2016-08-01,2170.84,12.44,90.68,128.01,7.5,-0.12705897060663313
2016-08-02,2157.03,13.37,93.89,129.25,7.78,-0.6381913907791874
2016-08-03,2163.79,12.86,88.59,129.99,7.48,0.31290382452996857
2016-08-04,2164.25,12.42,88.14,127.06,7.2,0.02125673523035767
2016-08-05,2182.87,11.39,85.23,130.6,7.73,0.8566643604324631
2016-08-08,2180.89,11.5,84.5,132.94,5.76,-0.09074743505047164
2016-08-09,2181.74,11.66,86.65,135.56,5.63,0.03896732066463202
2016-08-10,2175.49,12.05,89.4,133.25,5.14,-0.28687970506289256
2016-08-11,2185.79,11.68,97.36,131.28,5.38,0.47233927423996336
2016-08-12,2184.05,11.55,94.49,132.13,5.07,-0.07963678724891166
2016-08-15,2190.15,11.81,91.67,134.45,5.17,0.2789083240051626
2016-08-16,2178.15,12.64,91.86,132.27,5.41,-0.5494141970826596
2016-08-17,2182.22,12.19,84.84,136.71,5.41,0.18668145969237696
2016-08-18,2187.02,11.43,82.83,134.87,5.28,0.21971793405895895
2016-08-19,2183.87,11.34,82.44,136.58,5.13,-0.14413542987100583
2016-08-22,2182.64,12.27,83.13,135.2,4.91,-0.05633790063612297
2016-08-23,2186.9,12.38,83.45,131.79,4.88,0.19498626169790065
2016-08-24,2175.44,13.45,85.37,130.43,5.16,-0.5254072980571481
2016-08-25,2172.47,13.63,85.43,131.06,5.17,-0.13661738453380295
2016-08-26,2169.04,13.65,88.62,132.4,5.2,-0.15800957333464785
2016-08-29,2180.38,12.94,85.83,131.3,5.49,0.5214500184160159
2016-08-30,2176.12,13.12,84.44,136.14,5.52,-0.19556990050680498
2016-08-31,2170.95,13.42,84.87,129.25,5.2,-0.23786147623904053
2016-09-01,2170.86,13.48,84.9,129.83,5.11,-0.004145736456113778
2016-09-02,2179.98,11.98,81.35,128.4,5.34,0.41923000419618495
2016-09-02,2179.98,11.98,81.35,128.4,5.34,0.0
2016-09-06,2186.48,12.02,82.14,131.16,4.64,0.29772423433708
2016-09-07,2186.16,11.94,83.08,130.94,4.64,-0.014636466783063686
2016-09-08,2181.3,12.51,85.57,129.74,4.71,-0.22255507805430697
2016-09-09,2127.81,17.5,110.02,125.25,9.68,-2.4827747563078315
2016-09-12,2159.04,15.16,99.53,134.18,10.79,1.4570396678017972
2016-09-13,2127.02,17.85,110.02,131.56,11.97,-1.4941739368126836
2016-09-14,2125.77,18.14,113.15,127.4,11.93,-0.058784940521235896
2016-09-15,2147.26,16.3,109.27,130.57,12.28,1.0058521089340136
2016-09-16,2139.16,15.37,102.59,125.25,12.35,-0.37793821611113665
2016-09-19,2139.12,15.53,101.58,125.81,12.32,-0.001869910337847447
2016-09-20,2139.76,15.92,101.98,126.85,12.31,0.02991437033863788
2016-09-21,2163.12,13.3,92.59,122.13,12.9,1.0857950722306076
2016-09-22,2177.18,12.02,89.22,124.29,13.06,0.6478837490987623
2016-09-23,2164.69,12.29,90.4,125.13,13.08,-0.5753297289882613
2016-09-26,2146.1,14.5,96.24,121.72,13.39,-0.8624922689932855
2016-09-27,2159.93,13.1,88.94,123.74,13.55,0.6423572318235906
2016-09-28,2171.37,12.39,87.55,126.85,13.53,0.5282490985375705
2016-09-29,2151.13,14.02,93.78,122.67,13.89,-0.9365019283515956
2016-09-30,2168.27,13.29,91.42,124.58,14.11,0.7936329103087052
2016-10-03,2161.2,13.57,91.51,122.86,14.15,-0.3265991580707919
2016-10-04,2150.49,13.63,89.94,119.67,14.16,-0.49678998383077577
2016-10-05,2159.73,12.99,89.88,121.54,14.18,0.42874907334568113
2016-10-06,2160.77,12.84,89.86,120.48,14.18,0.04814257702057039
2016-10-07,2153.74,13.48,90.86,119.95,14.21,-0.325877386832757
2016-10-10,2163.66,13.38,90.66,123.84,11.52,0.45953664043352543
2016-10-11,2136.73,15.36,95.43,119.79,11.22,-1.252460917831065
2016-10-12,2139.18,15.91,102.02,122.34,9.95,0.11459550215575631
2016-10-13,2132.55,16.69,103.4,123.32,10.01,-0.3104131264702985
2016-10-14,2132.98,16.12,101.01,121.86,9.4,0.02016162125017564
2016-10-17,2126.5,16.21,99.34,124.08,9.36,-0.3042627268630379
2016-10-18,2139.6,15.28,96.87,122.76,9.59,0.6141459963406811
2016-10-19,2144.29,14.41,93.9,122.56,9.62,0.21895995806570281
2016-10-20,2141.34,13.75,89.72,123.91,8.82,-0.13766939590792354
2016-10-21,2141.16,13.34,87.34,123.0,8.57,-0.008406304733510688
2016-10-24,2151.33,13.02,85.81,124.6,8.49,0.47385172845472384
2016-10-25,2143.16,13.46,86.23,122.83,8.06,-0.3804880140132455
2016-10-26,2139.43,14.24,86.9,123.31,7.8,-0.17419369788728073
2016-10-27,2133.04,15.36,91.21,122.35,7.67,-0.2991246171217767
2016-10-28,2126.41,16.19,99.44,126.35,7.06,-0.3113080493690933
2016-10-31,2126.15,17.06,102.82,126.12,6.53,-0.01222792860412358
2016-11-01,2111.72,18.56,108.26,124.46,6.87,-0.6810051166296054
2016-11-02,2097.94,19.32,112.39,126.15,7.05,-0.654687039773644
2016-11-03,2088.66,22.08,120.24,141.18,7.08,-0.44331988718818316
2016-11-04,2085.18,22.51,120.23,133.03,7.1,-0.1667529568162566
2016-11-07,2131.52,18.71,107.84,134.91,10.32,2.1980157782961816
2016-11-08,2139.56,18.74,108.67,135.6,10.26,0.3764860174332019
2016-11-09,2163.26,14.38,96.14,134.61,10.04,1.1016142751234133
2016-11-10,2167.48,14.74,102.67,127.0,10.06,0.1948859241445184
2016-11-11,2164.45,14.17,97.22,121.71,10.02,-0.1398914799700448
2016-11-14,2164.2,14.48,98.22,122.71,10.02,-0.01155094545772426
2016-11-15,2180.39,13.37,91.77,119.79,10.29,0.7452981727622617
2016-11-16,2176.94,13.72,92.45,123.77,10.1,-0.158353887400465
2016-11-17,2187.12,13.35,87.58,123.06,10.21,0.46653888648148145
2016-11-18,2181.9,12.85,86.4,126.38,10.22,-0.2389553027376295
2016-11-21,2198.18,12.42,80.75,124.01,10.53,0.7433688411606852
2016-11-22,2202.94,12.41,83.4,127.98,10.45,0.21630866034014737
2016-11-23,2204.72,12.43,82.45,125.33,10.39,0.0807684847182356
2016-11-23,2204.72,12.43,82.45,125.33,10.39,0.0
2016-11-25,2213.35,12.34,82.65,126.27,10.48,0.39066882037051287
2016-11-28,2201.72,13.15,86.17,125.75,10.59,-0.5268331826910543
2016-11-29,2204.66,12.9,86.28,128.31,10.54,0.13344289127455414
2016-11-30,2198.81,13.33,88.99,126.39,10.58,-0.2656997068934635
2016-12-01,2191.08,14.07,97.79,128.37,10.39,-0.3521731974758958
2016-12-02,2191.95,14.12,98.07,128.99,10.15,0.03969856521291979
2016-12-05,2204.71,12.14,88.88,128.35,10.23,0.5804422368380822
2016-12-06,2212.23,11.79,88.12,130.92,10.28,0.34050755798857374
2016-12-07,2241.35,12.22,89.11,123.61,8.2,1.3077306345682038
2016-12-08,2246.19,12.64,91.27,119.08,8.13,0.21570846729904333
2016-12-09,2259.53,11.75,89.4,119.51,7.54,0.5921379481215525
2016-12-12,2256.96,12.64,91.87,123.28,7.51,-0.11380520171109239
2016-12-13,2271.72,12.72,93.32,119.34,7.81,0.6518478790004478
2016-12-14,2253.28,13.19,96.82,125.43,8.32,-0.8150321360078533
2016-12-15,2262.03,12.79,93.08,129.44,8.01,0.38757077378476595
2016-12-16,2258.07,12.2,93.79,131.95,8.0,-0.17521740727583343
2016-12-19,2262.53,11.71,90.51,130.47,7.86,0.19731900398514257
2016-12-20,2270.76,11.45,88.26,122.09,7.92,0.3630921049278551
2016-12-21,2265.18,11.27,87.97,124.9,7.56,-0.24603512457385654
2016-12-22,2260.96,11.43,89.72,128.02,7.53,-0.18647241237848297
2016-12-23,2263.79,11.44,87.64,120.51,7.53,0.12508980027710417
2016-12-23,2263.79,11.44,87.64,120.51,7.53,0.0
2016-12-27,2268.88,11.99,86.37,123.65,7.37,0.22459178098379176
2016-12-28,2249.92,12.95,89.17,122.37,7.52,-0.8391657636248402
2016-12-29,2249.26,13.37,88.87,124.57,7.51,-0.029338679703151363
2016-12-30,2238.83,14.04,91.6,127.26,7.65,-0.46478652506068446
2016-12-30,2238.83,14.04,91.6,127.26,7.65,0.0
2017-01-03,2257.83,12.85,85.37,125.79,8.02,0.8450767046807911
2017-01-04,2270.75,11.85,82.27,124.4,8.25,0.5705998372356855
2017-01-05,2269.0,11.67,81.33,128.21,8.01,-0.07709676024811847
2017-01-06,2276.98,11.32,80.59,123.67,8.02,0.3510797758278467
2017-01-09,2268.9,11.56,83.47,122.59,6.8,-0.3554871008026604
2017-01-10,2268.9,11.49,86.36,121.84,6.75,0.0
2017-01-11,2275.32,11.26,86.72,123.06,6.47,0.282556930401906
2017-01-12,2270.44,11.54,90.44,126.22,6.5,-0.21470565426564803
2017-01-13,2274.64,11.23,92.9,132.32,6.14,0.18481528138047063
2017-01-13,2274.64,11.23,92.9,132.32,6.14,0.0
2017-01-17,2267.89,11.87,92.39,131.55,5.53,-0.29719143156583244
2017-01-18,2271.89,12.48,87.06,143.43,5.4,0.17622003864136812
2017-01-19,2263.69,12.78,86.84,141.03,5.5,-0.36158590231882887
2017-01-20,2271.31,11.54,83.63,146.33,5.57,0.33605323797867037
2017-01-23,2265.2,11.77,84.51,137.78,5.5,-0.269370229296495
2017-01-24,2280.07,11.07,79.05,138.16,5.82,0.6543088991933502
2017-01-25,2298.37,10.81,78.66,128.8,6.49,0.7994031790009635
2017-01-26,2296.68,10.63,79.65,129.58,6.5,-0.073557418361088
2017-01-27,2294.69,10.58,83.63,129.95,6.51,-0.0866843719678466
2017-01-30,2280.9,11.88,92.04,134.32,6.42,-0.6027656215802972
2017-01-31,2278.87,11.99,89.83,138.08,6.42,-0.08903958463327384
2017-02-01,2279.55,11.81,87.75,133.97,6.19,0.02983489915560355
2017-02-02,2280.85,11.93,89.73,136.65,5.53,0.05701254430369949
2017-02-03,2297.42,10.97,88.97,133.25,5.69,0.7238573675816558
2017-02-06,2292.56,11.37,90.02,131.41,5.71,-0.21176570774647532
2017-02-07,2293.08,11.29,89.61,130.46,5.59,0.02267949521675034
2017-02-08,2294.67,11.45,94.58,134.01,5.49,0.06931502647968556
2017-02-09,2307.87,10.88,89.59,129.19,5.81,0.5735978912330699
2017-02-10,2316.1,10.85,85.77,130.47,5.89,0.3559715435258431
2017-02-13,2328.25,11.07,80.84,130.1,6.13,0.523217574810087
2017-02-14,2337.58,10.74,78.35,133.66,6.24,0.39992937743571816
2017-02-15,2349.25,11.97,81.12,137.55,6.35,0.4979922087050161
2017-02-16,2347.22,11.76,79.66,141.41,6.33,-0.08644791200295177
2017-02-17,2351.16,11.49,81.25,141.13,6.24,0.16771742275309118
2017-02-17,2351.16,11.49,81.25,141.13,6.24,0.0
2017-02-21,2365.38,11.57,82.45,136.93,6.5,0.6029862181035704
2017-02-22,2362.82,11.74,81.53,138.24,6.46,-0.10828646208509896
2017-02-23,2363.81,11.71,82.2,137.91,6.1,0.041890311468295645
2017-02-24,2367.34,11.47,83.31,138.66,5.39,0.14922378935534736
2017-02-27,2369.75,12.09,85.69,134.39,5.4,0.10175023940541277
2017-02-28,2363.64,12.92,88.08,131.98,5.45,-0.25816606675474185
2017-03-01,2395.96,12.54,84.03,132.16,6.86,1.3581181939563836
2017-03-02,2381.92,11.81,83.61,133.36,7.18,-0.5877100476420299
2017-03-03,2383.12,10.96,81.19,136.1,7.18,0.05036683953830516
2017-03-06,2375.31,11.24,81.44,140.17,7.24,-0.3282598257417541
2017-03-07,2368.39,11.45,81.43,138.85,6.93,-0.2917555877758864
2017-03-08,2362.98,11.86,82.5,139.63,6.94,-0.22868650550458713
2017-03-09,2364.87,12.3,83.64,139.48,6.95,0.07995177937872365
2017-03-10,2372.6,11.66,80.27,138.99,7.04,0.32633480993077457
2017-03-13,2373.47,11.35,81.57,145.75,6.77,0.03666191226613433
2017-03-14,2365.45,12.3,85.88,146.11,6.76,-0.3384740682155033
2017-03-15,2385.26,11.63,80.76,147.2,7.13,0.8339854388317126
2017-03-16,2381.38,11.21,75.96,149.49,7.04,-0.16279814951152383
2017-03-17,2378.25,11.28,78.66,154.34,6.87,-0.1315228474144621
2017-03-20,2373.47,11.34,77.16,152.93,6.88,-0.20119037369022091
2017-03-21,2344.02,12.47,83.02,141.02,8.13,-1.2485615265953647
2017-03-22,2348.45,12.81,83.8,136.07,7.88,0.188813197147545
2017-03-23,2345.96,13.12,88.93,132.54,7.88,-0.10608362855033045
2017-03-24,2343.98,12.96,89.74,136.62,7.88,-0.08443605323889107
2017-03-27,2341.59,12.5,84.86,135.37,7.89,-0.10201534529525073
2017-03-28,2358.57,11.53,79.27,134.43,8.26,0.7225317380816645
2017-03-29,2361.13,11.42,78.26,132.37,8.22,0.10848148191858568
2017-03-30,2368.06,11.54,77.87,138.84,6.84,0.29307365363928894
2017-03-31,2362.72,12.37,78.31,138.31,6.56,-0.22575567952728323
2017-04-03,2358.84,12.38,82.96,135.23,6.57,-0.16435249677560893
2017-04-04,2360.16,11.79,79.67,132.28,6.51,0.05594405740311779
2017-04-05,2352.95,12.89,86.59,130.91,6.52,-0.30595532989129126
2017-04-06,2357.49,12.39,83.91,131.27,6.53,0.1927633684241772
2017-04-07,2355.54,12.87,89.39,132.7,6.53,-0.08274931885733613
2017-04-10,2357.16,14.05,97.9,132.86,6.43,0.06875040056906727
2017-04-11,2353.78,15.07,103.74,136.66,6.45,-0.1434958025354097
2017-04-12,2344.93,15.77,111.53,131.93,6.46,-0.3766995820262467
2017-04-13,2328.95,15.96,115.54,134.36,6.22,-0.6838028476069099
2017-04-13,2328.95,15.96,115.54,134.36,6.22,0.0
2017-04-17,2349.01,14.66,101.49,139.63,6.86,0.857644056804569
2017-04-18,2342.19,14.42,99.52,137.2,6.92,-0.290757367184553
2017-04-19,2338.17,14.93,97.89,140.2,6.93,-0.17178170006366042
2017-04-20,2355.84,14.15,94.53,146.85,5.99,0.7528779642538522
2017-04-21,2348.69,14.63,95.41,148.42,6.05,-0.3039625852145616
2017-04-24,2374.15,10.84,78.17,144.45,7.13,1.078175277383728
2017-04-25,2388.61,10.76,75.64,139.04,7.44,0.6072128106062107
2017-04-26,2387.45,10.85,76.64,142.13,7.43,-0.048575605114247196
2017-04-27,2388.77,10.36,76.66,142.55,7.0,0.0552738372021074
2017-04-28,2384.2,10.82,77.09,146.98,7.03,-0.19149508153329292
2017-05-01,2388.33,10.11,78.33,128.46,7.02,0.17307386358750435
2017-05-02,2391.17,10.59,79.33,127.49,6.97,0.11884089692428136
2017-05-03,2388.13,10.68,78.77,129.39,6.97,-0.1272152997295754
2017-05-04,2389.52,10.46,78.0,130.48,6.97,0.058187604333453276
2017-05-05,2399.29,10.57,80.65,131.36,7.03,0.40803513003330905
2017-05-08,2399.38,9.77,81.38,128.12,6.99,0.0037510393509375766
2017-05-09,2396.92,9.96,83.63,128.28,6.98,-0.10257908036239288
2017-05-10,2399.63,10.21,87.49,128.27,6.99,0.11299789591918902
2017-05-11,2394.44,10.6,86.51,128.21,7.01,-0.21651757390083515
2017-05-12,2390.9,10.4,82.5,129.65,6.91,-0.14795189665720562
2017-05-15,2402.32,10.42,79.53,129.44,6.72,0.47650730024741667
2017-05-16,2400.67,10.65,76.76,131.24,6.02,-0.06870720384216807
2017-05-17,2357.03,15.59,111.48,133.51,8.61,-1.8345513143686252
2017-05-18,2365.72,14.66,104.12,137.01,8.68,0.3680063440703132
2017-05-19,2381.73,12.04,87.21,131.39,8.58,0.6744699024732498
2017-05-22,2394.02,10.93,83.47,128.57,8.7,0.514684693721281
2017-05-23,2398.42,10.72,84.19,124.54,7.86,0.183622590425737
2017-05-24,2404.39,10.02,81.91,123.11,7.61,0.24860459084413128
2017-05-25,2415.07,9.99,82.2,123.65,7.77,0.44320390592464876
2017-05-26,2415.82,9.81,81.81,125.41,7.76,0.031050179408999627
2017-05-26,2415.82,9.81,81.81,125.41,7.76,0.0
2017-05-30,2412.91,10.38,84.3,125.37,7.74,-0.1205286007825416
2017-05-31,2411.8,10.41,84.52,125.11,7.69,-0.046013129062012686
2017-06-01,2430.06,9.89,83.83,124.55,8.15,0.754259171830006
2017-06-02,2439.07,9.75,83.62,124.23,8.2,0.37008707032855426
2017-06-05,2436.1,10.07,86.08,125.05,8.2,-0.12184192007356275
2017-06-06,2429.33,10.45,89.15,125.72,8.12,-0.27829007381501203
2017-06-07,2433.14,10.39,88.22,125.98,8.13,0.1567105104904475
2017-06-08,2433.79,10.16,83.28,127.09,8.13,0.02671088361100848
2017-06-09,2431.77,10.7,87.41,131.26,8.14,-0.08303258478185228
2017-06-12,2429.39,11.46,91.21,136.86,8.1,-0.09791902303832095
2017-06-13,2440.35,10.42,86.66,136.41,8.23,0.4501274608283941
2017-06-14,2437.92,10.64,89.97,135.89,8.06,-0.09962549022444363
2017-06-15,2432.46,10.9,89.95,134.12,8.09,-0.22421257837553105
2017-06-16,2433.15,10.38,87.0,135.02,5.15,0.028362322694394308
2017-06-19,2453.46,10.37,85.27,138.77,5.78,0.8312558992556568
2017-06-20,2437.03,10.86,89.19,133.37,5.73,-0.6719188389873109
2017-06-21,2435.61,10.75,88.07,129.89,5.44,-0.058284627643293244
2017-06-22,2434.5,10.48,86.38,130.86,5.4,-0.045584186772818
2017-06-23,2438.3,10.02,84.52,132.76,5.37,0.1559678529930483
2017-06-26,2439.07,9.9,81.94,128.6,5.14,0.03157439383918202
2017-06-27,2419.38,11.06,87.3,125.46,5.78,-0.8105510111856201
2017-06-28,2440.69,10.03,84.24,126.95,6.44,0.8769477216597062
2017-06-29,2419.7,11.44,93.78,129.15,7.1,-0.8637220671771834
2017-06-30,2423.41,11.18,90.43,129.51,6.59,0.1532073698797482
2017-07-03,2429.01,11.22,93.31,126.63,6.56,0.23081276913972876
2017-07-03,2429.01,11.22,93.31,126.63,6.56,0.0
