,Instrument,Company Common Name,Date,Price Close,Close Price
19202,0981.HK,,2020-10-06T00:00:00Z,18.5,18.5
19203,0981.HK,,2020-10-07T00:00:00Z,18.96,18.96
19204,0981.HK,,2020-10-08T00:00:00Z,18.76,18.76
19205,0981.HK,,2020-10-09T00:00:00Z,18.48,18.48
19206,0981.HK,,2020-10-12T00:00:00Z,20.6,20.6
19207,0981.HK,,2020-10-12T00:00:00Z,20.6,20.6
19208,0981.HK,,2020-10-14T00:00:00Z,19.96,19.96
19209,0981.HK,,2020-10-15T00:00:00Z,19.8,19.8
19210,0981.HK,,2020-10-16T00:00:00Z,19.96,19.96
19211,0981.HK,,2020-10-19T00:00:00Z,20.6,20.6
19212,0981.HK,,2020-10-20T00:00:00Z,20.55,20.55
19213,0981.HK,,2020-10-21T00:00:00Z,20.05,20.05
19214,0981.HK,,2020-10-22T00:00:00Z,20.6,20.6
19215,0981.HK,,2020-10-23T00:00:00Z,20.4,20.4
19216,0981.HK,,2020-10-27T00:00:00Z,20.8,20.8
19217,0981.HK,,2020-10-28T00:00:00Z,21.55,21.55
19218,0981.HK,,2020-10-29T00:00:00Z,22.0,22.0
19219,0981.HK,,2020-10-30T00:00:00Z,22.75,22.75
19220,0981.HK,,2020-11-02T00:00:00Z,22.8,22.8
19221,0981.HK,,2020-11-03T00:00:00Z,23.85,23.85
19222,0981.HK,,2020-11-04T00:00:00Z,22.3,22.3
19223,0981.HK,,2020-11-05T00:00:00Z,23.95,23.95
19224,0981.HK,,2020-11-06T00:00:00Z,24.1,24.1
19225,0981.HK,,2020-11-09T00:00:00Z,24.7,24.7
19226,0981.HK,,2020-11-10T00:00:00Z,24.2,24.2
19227,0981.HK,,2020-11-11T00:00:00Z,22.45,22.45
19228,0981.HK,,2020-11-12T00:00:00Z,22.85,22.85
19229,0981.HK,,2020-11-13T00:00:00Z,23.45,23.45
19230,0981.HK,,2020-11-16T00:00:00Z,23.4,23.4
19231,0981.HK,,2020-11-17T00:00:00Z,22.9,22.9
19232,0981.HK,,2020-11-18T00:00:00Z,23.05,23.05
19233,0981.HK,,2020-11-19T00:00:00Z,22.9,22.9
19234,0981.HK,,2020-11-20T00:00:00Z,22.75,22.75
19235,0981.HK,,2020-11-23T00:00:00Z,22.35,22.35
19236,0981.HK,,2020-11-24T00:00:00Z,22.8,22.8
19237,0981.HK,,2020-11-25T00:00:00Z,21.9,21.9
19238,0981.HK,,2020-11-26T00:00:00Z,22.05,22.05
19239,0981.HK,,2020-11-27T00:00:00Z,22.25,22.25
19240,0981.HK,,2020-11-30T00:00:00Z,21.65,21.65
19241,0981.HK,,2020-12-01T00:00:00Z,21.5,21.5
19242,0981.HK,,2020-12-02T00:00:00Z,22.25,22.25
19243,0981.HK,,2020-12-03T00:00:00Z,22.2,22.2
19244,0981.HK,,2020-12-04T00:00:00Z,21.0,21.0
19245,0981.HK,,2020-12-07T00:00:00Z,21.75,21.75
19246,0981.HK,,2020-12-08T00:00:00Z,22.1,22.1
19247,0981.HK,,2020-12-09T00:00:00Z,22.25,22.25
19248,0981.HK,,2020-12-10T00:00:00Z,22.25,22.25
19249,0981.HK,,2020-12-11T00:00:00Z,22.05,22.05
19250,0981.HK,,2020-12-14T00:00:00Z,22.1,22.1
19251,0981.HK,,2020-12-15T00:00:00Z,21.25,21.25
19252,0981.HK,,2020-12-16T00:00:00Z,20.2,20.2
19253,0981.HK,,2020-12-17T00:00:00Z,20.95,20.95
19254,0981.HK,,2020-12-18T00:00:00Z,19.86,19.86
19255,0981.HK,,2020-12-21T00:00:00Z,19.14,19.14
19256,0981.HK,,2020-12-22T00:00:00Z,18.96,18.96
19257,0981.HK,,2020-12-23T00:00:00Z,19.22,19.22
19258,0981.HK,,2020-12-24T00:00:00Z,19.04,19.04
19259,0981.HK,,2020-12-28T00:00:00Z,18.24,18.24
19260,0981.HK,,2020-12-29T00:00:00Z,18.22,18.22
19261,0981.HK,,2020-12-30T00:00:00Z,20.4,20.4
19262,0981.HK,,2020-12-31T00:00:00Z,22.1,22.1
19263,0981.HK,,2021-01-04T00:00:00Z,21.55,21.55
19264,0981.HK,,2021-01-05T00:00:00Z,19.48,19.48
19265,0981.HK,,2021-01-06T00:00:00Z,22.0,22.0
19266,0981.HK,,2021-01-07T00:00:00Z,22.6,22.6
19267,0981.HK,,2021-01-08T00:00:00Z,25.0,25.0
19268,0981.HK,,2021-01-11T00:00:00Z,25.3,25.3
19269,0981.HK,,2021-01-12T00:00:00Z,27.0,27.0
19270,0981.HK,,2021-01-13T00:00:00Z,26.2,26.2
19271,0981.HK,,2021-01-14T00:00:00Z,28.15,28.15
19272,0981.HK,,2021-01-15T00:00:00Z,27.65,27.65
19273,0981.HK,,2021-01-18T00:00:00Z,29.25,29.25
19274,0981.HK,,2021-01-19T00:00:00Z,29.6,29.6
19275,0981.HK,,2021-01-20T00:00:00Z,29.5,29.5
19276,0981.HK,,2021-01-21T00:00:00Z,28.0,28.0
19277,0981.HK,,2021-01-22T00:00:00Z,27.25,27.25
19278,0981.HK,,2021-01-25T00:00:00Z,30.0,30.0
19279,0981.HK,,2021-01-26T00:00:00Z,30.15,30.15
19280,0981.HK,,2021-01-27T00:00:00Z,29.2,29.2
19281,0981.HK,,2021-01-28T00:00:00Z,26.7,26.7
19282,0981.HK,,2021-01-29T00:00:00Z,26.45,26.45
19283,0981.HK,,2021-02-01T00:00:00Z,28.6,28.6
19284,0981.HK,,2021-02-02T00:00:00Z,28.05,28.05
19285,0981.HK,,2021-02-03T00:00:00Z,27.95,27.95
19286,0981.HK,,2021-02-04T00:00:00Z,27.3,27.3
19287,0981.HK,,2021-02-05T00:00:00Z,24.4,24.4
19288,0981.HK,,2021-02-08T00:00:00Z,23.6,23.6
19289,0981.HK,,2021-02-09T00:00:00Z,24.85,24.85
19290,0981.HK,,2021-02-10T00:00:00Z,24.7,24.7
19291,0981.HK,,2021-02-11T00:00:00Z,25.7,25.7
19292,0981.HK,,2021-02-16T00:00:00Z,26.5,26.5
19293,0981.HK,,2021-02-17T00:00:00Z,26.95,26.95
19294,0981.HK,,2021-02-18T00:00:00Z,27.65,27.65
19295,0981.HK,,2021-02-19T00:00:00Z,27.5,27.5
19296,0981.HK,,2021-02-22T00:00:00Z,26.1,26.1
19297,0981.HK,,2021-02-23T00:00:00Z,26.5,26.5
19298,0981.HK,,2021-02-24T00:00:00Z,25.6,25.6
19299,0981.HK,,2021-02-25T00:00:00Z,26.0,26.0
19300,0981.HK,,2021-02-26T00:00:00Z,25.05,25.05
19301,0981.HK,,2021-03-01T00:00:00Z,26.75,26.75
19302,0981.HK,,2021-03-02T00:00:00Z,27.75,27.75
19303,0981.HK,,2021-03-03T00:00:00Z,27.8,27.8
19304,0981.HK,,2021-03-04T00:00:00Z,27.25,27.25
19305,0981.HK,,2021-03-05T00:00:00Z,26.85,26.85
19306,0981.HK,,2021-03-08T00:00:00Z,25.45,25.45
19307,0981.HK,,2021-03-09T00:00:00Z,24.4,24.4
19308,0981.HK,,2021-03-10T00:00:00Z,24.25,24.25
19309,0981.HK,,2021-03-11T00:00:00Z,26.7,26.7
19310,0981.HK,,2021-03-12T00:00:00Z,25.5,25.5
19311,0981.HK,,2021-03-15T00:00:00Z,25.5,25.5
19312,0981.HK,,2021-03-16T00:00:00Z,25.95,25.95
19313,0981.HK,,2021-03-17T00:00:00Z,26.5,26.5
19314,0981.HK,,2021-03-18T00:00:00Z,26.45,26.45
19315,0981.HK,,2021-03-19T00:00:00Z,25.9,25.9
19316,0981.HK,,2021-03-22T00:00:00Z,26.0,26.0
19317,0981.HK,,2021-03-23T00:00:00Z,25.35,25.35
19318,0981.HK,,2021-03-24T00:00:00Z,24.4,24.4
19319,0981.HK,,2021-03-25T00:00:00Z,23.95,23.95
19320,0981.HK,,2021-03-26T00:00:00Z,24.15,24.15
19321,0981.HK,,2021-03-29T00:00:00Z,24.55,24.55
19322,0981.HK,,2021-03-30T00:00:00Z,24.8,24.8
19323,0981.HK,,2021-03-31T00:00:00Z,24.7,24.7
19324,0981.HK,,2021-04-01T00:00:00Z,25.9,25.9
19325,0981.HK,,2021-04-07T00:00:00Z,27.2,27.2
19326,0981.HK,,2021-04-08T00:00:00Z,26.6,26.6
19327,0981.HK,,2021-04-09T00:00:00Z,26.2,26.2
19328,0981.HK,,2021-04-12T00:00:00Z,25.2,25.2
19329,0981.HK,,2021-04-13T00:00:00Z,25.5,25.5
19330,0981.HK,,2021-04-14T00:00:00Z,26.1,26.1
19331,0981.HK,,2021-04-15T00:00:00Z,26.05,26.05
19332,0981.HK,,2021-04-16T00:00:00Z,25.75,25.75
19333,0981.HK,,2021-04-19T00:00:00Z,26.4,26.4
19334,0981.HK,,2021-04-20T00:00:00Z,25.9,25.9
19335,0981.HK,,2021-04-21T00:00:00Z,25.8,25.8
19336,0981.HK,,2021-04-22T00:00:00Z,25.9,25.9
19337,0981.HK,,2021-04-23T00:00:00Z,25.7,25.7
19338,0981.HK,,2021-04-26T00:00:00Z,25.4,25.4
19339,0981.HK,,2021-04-27T00:00:00Z,25.15,25.15
19340,0981.HK,,2021-04-28T00:00:00Z,25.05,25.05
19341,0981.HK,,2021-04-29T00:00:00Z,25.2,25.2
19342,0981.HK,,2021-04-30T00:00:00Z,25.05,25.05
19343,0981.HK,,2021-05-03T00:00:00Z,24.75,24.75
19344,0981.HK,,2021-05-04T00:00:00Z,25.25,25.25
19345,0981.HK,,2021-05-05T00:00:00Z,25.2,25.2
19346,0981.HK,,2021-05-06T00:00:00Z,25.05,25.05
19347,0981.HK,,2021-05-07T00:00:00Z,24.2,24.2
19348,0981.HK,,2021-05-10T00:00:00Z,24.05,24.05
19349,0981.HK,,2021-05-11T00:00:00Z,23.0,23.0
19350,0981.HK,,2021-05-12T00:00:00Z,23.8,23.8
19351,0981.HK,,2021-05-13T00:00:00Z,23.8,23.8
19352,0981.HK,,2021-05-14T00:00:00Z,23.75,23.75
19353,0981.HK,,2021-05-17T00:00:00Z,23.25,23.25
19354,0981.HK,,2021-05-18T00:00:00Z,23.0,23.0
19355,0981.HK,,2021-05-20T00:00:00Z,22.25,22.25
19356,0981.HK,,2021-05-21T00:00:00Z,22.4,22.4
19357,0981.HK,,2021-05-24T00:00:00Z,22.9,22.9
19358,0981.HK,,2021-05-25T00:00:00Z,23.4,23.4
19359,0981.HK,,2021-05-26T00:00:00Z,23.5,23.5
19360,0981.HK,,2021-05-27T00:00:00Z,24.8,24.8
19361,0981.HK,,2021-05-28T00:00:00Z,24.15,24.15
19362,0981.HK,,2021-05-31T00:00:00Z,24.5,24.5
19363,0981.HK,,2021-06-01T00:00:00Z,24.9,24.9
19364,0981.HK,,2021-06-02T00:00:00Z,24.7,24.7
19365,0981.HK,,2021-06-03T00:00:00Z,24.15,24.15
19366,0981.HK,,2021-06-04T00:00:00Z,23.5,23.5
19367,0981.HK,,2021-06-07T00:00:00Z,23.95,23.95
19368,0981.HK,,2021-06-08T00:00:00Z,24.1,24.1
19369,0981.HK,,2021-06-09T00:00:00Z,24.2,24.2
19370,0981.HK,,2021-06-10T00:00:00Z,24.0,24.0
19371,0981.HK,,2021-06-11T00:00:00Z,23.8,23.8
19372,0981.HK,,2021-06-15T00:00:00Z,23.35,23.35
19373,0981.HK,,2021-06-16T00:00:00Z,23.05,23.05
19374,0981.HK,,2021-06-17T00:00:00Z,24.3,24.3
19375,0981.HK,,2021-06-18T00:00:00Z,24.4,24.4
19376,0981.HK,,2021-06-21T00:00:00Z,23.5,23.5
19377,0981.HK,,2021-06-22T00:00:00Z,23.2,23.2
19378,0981.HK,,2021-06-23T00:00:00Z,23.9,23.9
19379,0981.HK,,2021-06-24T00:00:00Z,23.6,23.6
19380,0981.HK,,2021-06-25T00:00:00Z,23.8,23.8
19381,0981.HK,,2021-06-28T00:00:00Z,23.55,23.55
19382,0981.HK,,2021-06-29T00:00:00Z,23.35,23.35
19383,0981.HK,,2021-06-30T00:00:00Z,23.9,23.9
19384,0981.HK,,2021-07-02T00:00:00Z,23.25,23.25
19385,0981.HK,,2021-07-05T00:00:00Z,22.75,22.75
19386,0981.HK,,2021-07-06T00:00:00Z,22.2,22.2
19387,0981.HK,,2021-07-07T00:00:00Z,21.95,21.95
19388,0981.HK,,2021-07-08T00:00:00Z,22.0,22.0
19389,0981.HK,,2021-07-09T00:00:00Z,22.2,22.2
19390,0981.HK,,2021-07-12T00:00:00Z,22.7,22.7
19391,0981.HK,,2021-07-13T00:00:00Z,22.85,22.85
19392,0981.HK,,2021-07-14T00:00:00Z,22.85,22.85
19393,0981.HK,,2021-07-15T00:00:00Z,22.6,22.6
19394,0981.HK,,2021-07-16T00:00:00Z,22.2,22.2
19395,0981.HK,,2021-07-19T00:00:00Z,21.4,21.4
19396,0981.HK,,2021-07-20T00:00:00Z,21.35,21.35
19397,0981.HK,,2021-07-21T00:00:00Z,21.15,21.15
19398,0981.HK,,2021-07-22T00:00:00Z,22.3,22.3
19399,0981.HK,,2021-07-23T00:00:00Z,21.9,21.9
19400,0981.HK,,2021-07-26T00:00:00Z,24.15,24.15
19401,0981.HK,,2021-07-27T00:00:00Z,25.55,25.55
19402,0981.HK,,2021-07-28T00:00:00Z,25.15,25.15
19403,0981.HK,,2021-07-29T00:00:00Z,26.4,26.4
19404,0981.HK,,2021-07-30T00:00:00Z,27.15,27.15
19405,0981.HK,,2021-08-02T00:00:00Z,27.05,27.05
19406,0981.HK,,2021-08-03T00:00:00Z,25.45,25.45
19407,0981.HK,,2021-08-04T00:00:00Z,26.85,26.85
19408,0981.HK,,2021-08-05T00:00:00Z,27.9,27.9
19409,0981.HK,,2021-08-06T00:00:00Z,28.15,28.15
19410,0981.HK,,2021-08-09T00:00:00Z,26.75,26.75
19411,0981.HK,,2021-08-10T00:00:00Z,26.05,26.05
19412,0981.HK,,2021-08-11T00:00:00Z,25.5,25.5
19413,0981.HK,,2021-08-12T00:00:00Z,25.55,25.55
19414,0981.HK,,2021-08-13T00:00:00Z,24.55,24.55
19415,0981.HK,,2021-08-16T00:00:00Z,24.05,24.05
19416,0981.HK,,2021-08-17T00:00:00Z,23.4,23.4
19417,0981.HK,,2021-08-18T00:00:00Z,23.6,23.6
19418,0981.HK,,2021-08-19T00:00:00Z,23.4,23.4
19419,0981.HK,,2021-08-20T00:00:00Z,23.15,23.15
19420,0981.HK,,2021-08-23T00:00:00Z,23.65,23.65
19421,0981.HK,,2021-08-24T00:00:00Z,24.05,24.05
19422,0981.HK,,2021-08-25T00:00:00Z,23.9,23.9
19423,0981.HK,,2021-08-26T00:00:00Z,24.15,24.15
19424,0981.HK,,2021-08-27T00:00:00Z,24.25,24.25
19425,0981.HK,,2021-08-30T00:00:00Z,24.2,24.2
19426,0981.HK,,2021-08-31T00:00:00Z,23.8,23.8
19427,0981.HK,,2021-09-01T00:00:00Z,23.95,23.95
19428,0981.HK,,2021-09-02T00:00:00Z,23.95,23.95
19429,0981.HK,,2021-09-03T00:00:00Z,24.05,24.05
19430,0981.HK,,2021-09-06T00:00:00Z,23.95,23.95
19431,0981.HK,,2021-09-07T00:00:00Z,23.8,23.8
19432,0981.HK,,2021-09-08T00:00:00Z,23.25,23.25
19433,0981.HK,,2021-09-09T00:00:00Z,22.85,22.85
19434,0981.HK,,2021-09-10T00:00:00Z,23.6,23.6
19435,0981.HK,,2021-09-13T00:00:00Z,23.25,23.25
19436,0981.HK,,2021-09-14T00:00:00Z,22.95,22.95
19437,0981.HK,,2021-09-15T00:00:00Z,22.8,22.8
19438,0981.HK,,2021-09-16T00:00:00Z,22.4,22.4
19439,0981.HK,,2021-09-17T00:00:00Z,22.65,22.65
19440,0981.HK,,2021-09-20T00:00:00Z,22.25,22.25
19441,0981.HK,,2021-09-21T00:00:00Z,22.05,22.05
19442,0981.HK,,2021-09-23T00:00:00Z,21.85,21.85
19443,0981.HK,,2021-09-24T00:00:00Z,21.95,21.95
19444,0981.HK,,2021-09-27T00:00:00Z,21.9,21.9
19445,0981.HK,,2021-09-28T00:00:00Z,22.0,22.0
19446,0981.HK,,2021-09-29T00:00:00Z,22.45,22.45
19447,0981.HK,,2021-09-30T00:00:00Z,22.05,22.05
19448,0981.HK,,2021-10-04T00:00:00Z,21.6,21.6
19449,0981.HK,,2021-10-05T00:00:00Z,21.65,21.65
19450,0981.HK,,2021-10-06T00:00:00Z,21.6,21.6
19451,0981.HK,,2021-10-07T00:00:00Z,21.9,21.9
19452,0981.HK,,2021-10-08T00:00:00Z,21.7,21.7
19453,0981.HK,,2021-10-11T00:00:00Z,21.95,21.95
19454,0981.HK,,2021-10-12T00:00:00Z,21.6,21.6
19455,0981.HK,,2021-10-15T00:00:00Z,21.6,21.6
19456,0981.HK,,2021-10-18T00:00:00Z,21.95,21.95
19457,0981.HK,,2021-10-19T00:00:00Z,22.45,22.45
19458,0981.HK,,2021-10-20T00:00:00Z,22.3,22.3
19459,0981.HK,,2021-10-21T00:00:00Z,22.1,22.1
19460,0981.HK,,2021-10-22T00:00:00Z,23.15,23.15
19461,0981.HK,,2021-10-25T00:00:00Z,22.85,22.85
19462,0981.HK,,2021-10-26T00:00:00Z,22.9,22.9
19463,0981.HK,,2021-10-27T00:00:00Z,22.2,22.2
19464,0981.HK,,2021-10-28T00:00:00Z,22.0,22.0
19465,0981.HK,,2021-10-29T00:00:00Z,22.0,22.0
19466,0981.HK,,2021-11-01T00:00:00Z,21.8,21.8
19467,0981.HK,,2021-11-02T00:00:00Z,22.1,22.1
19468,0981.HK,,2021-11-03T00:00:00Z,22.9,22.9
19469,0981.HK,,2021-11-04T00:00:00Z,23.2,23.2
19470,0981.HK,,2021-11-05T00:00:00Z,23.05,23.05
19471,0981.HK,,2021-11-08T00:00:00Z,23.0,23.0
19472,0981.HK,,2021-11-09T00:00:00Z,23.9,23.9
19473,0981.HK,,2021-11-10T00:00:00Z,24.0,24.0
19474,0981.HK,,2021-11-11T00:00:00Z,23.5,23.5
19475,0981.HK,,2021-11-12T00:00:00Z,22.6,22.6
19476,0981.HK,,2021-11-15T00:00:00Z,22.35,22.35
19477,0981.HK,,2021-11-16T00:00:00Z,22.15,22.15
19478,0981.HK,,2021-11-17T00:00:00Z,22.6,22.6
19479,0981.HK,,2021-11-18T00:00:00Z,22.35,22.35
19480,0981.HK,,2021-11-19T00:00:00Z,22.2,22.2
19481,0981.HK,,2021-11-22T00:00:00Z,22.15,22.15
19482,0981.HK,,2021-11-23T00:00:00Z,22.1,22.1
19483,0981.HK,,2021-11-24T00:00:00Z,21.8,21.8
19484,0981.HK,,2021-11-25T00:00:00Z,21.85,21.85
19485,0981.HK,,2021-11-26T00:00:00Z,21.35,21.35
19486,0981.HK,,2021-11-29T00:00:00Z,21.35,21.35
19487,0981.HK,,2021-11-30T00:00:00Z,21.45,21.45
19488,0981.HK,,2021-12-01T00:00:00Z,21.75,21.75
19489,0981.HK,,2021-12-02T00:00:00Z,22.05,22.05
19490,0981.HK,,2021-12-03T00:00:00Z,21.7,21.7
19491,0981.HK,,2021-12-06T00:00:00Z,20.95,20.95
19492,0981.HK,,2021-12-07T00:00:00Z,21.05,21.05
19493,0981.HK,,2021-12-08T00:00:00Z,20.85,20.85
19494,0981.HK,,2021-12-09T00:00:00Z,21.1,21.1
19495,0981.HK,,2021-12-10T00:00:00Z,20.95,20.95
19496,0981.HK,,2021-12-13T00:00:00Z,20.85,20.85
19497,0981.HK,,2021-12-14T00:00:00Z,20.0,20.0
19498,0981.HK,,2021-12-15T00:00:00Z,18.72,18.72
19499,0981.HK,,2021-12-16T00:00:00Z,18.42,18.42
19500,0981.HK,,2021-12-17T00:00:00Z,18.68,18.68
19501,0981.HK,,2021-12-20T00:00:00Z,18.04,18.04
19502,0981.HK,,2021-12-21T00:00:00Z,18.34,18.34
19503,0981.HK,,2021-12-22T00:00:00Z,18.46,18.46
19504,0981.HK,,2021-12-23T00:00:00Z,18.54,18.54
19505,0981.HK,,2021-12-24T00:00:00Z,18.4,18.4
19506,0981.HK,,2021-12-28T00:00:00Z,18.34,18.34
19507,0981.HK,,2021-12-29T00:00:00Z,18.46,18.46
19508,0981.HK,,2021-12-30T00:00:00Z,18.6,18.6
19509,0981.HK,,2021-12-31T00:00:00Z,18.66,18.66
19510,0981.HK,,2022-01-03T00:00:00Z,18.84,18.84
19511,0981.HK,,2022-01-04T00:00:00Z,18.6,18.6
19512,0981.HK,,2022-01-05T00:00:00Z,18.18,18.18
19513,0981.HK,,2022-01-06T00:00:00Z,18.3,18.3
19514,0981.HK,,2022-01-07T00:00:00Z,18.18,18.18
19515,0981.HK,,2022-01-10T00:00:00Z,18.3,18.3
19516,0981.HK,,2022-01-11T00:00:00Z,18.26,18.26
19517,0981.HK,,2022-01-12T00:00:00Z,18.7,18.7
19518,0981.HK,,2022-01-13T00:00:00Z,18.66,18.66
19519,0981.HK,,2022-01-14T00:00:00Z,18.58,18.58
19520,0981.HK,,2022-01-17T00:00:00Z,18.68,18.68
19521,0981.HK,,2022-01-18T00:00:00Z,19.42,19.42
19522,0981.HK,,2022-01-19T00:00:00Z,19.18,19.18
19523,0981.HK,,2022-01-20T00:00:00Z,19.46,19.46
19524,0981.HK,,2022-01-21T00:00:00Z,19.52,19.52
19525,0981.HK,,2022-01-24T00:00:00Z,19.48,19.48
19526,0981.HK,,2022-01-25T00:00:00Z,19.02,19.02
19527,0981.HK,,2022-01-26T00:00:00Z,19.04,19.04
19528,0981.HK,,2022-01-27T00:00:00Z,18.9,18.9
19529,0981.HK,,2022-01-28T00:00:00Z,18.78,18.78
19530,0981.HK,,2022-01-31T00:00:00Z,18.68,18.68
19531,0981.HK,,2022-02-04T00:00:00Z,18.94,18.94
19532,0981.HK,,2022-02-07T00:00:00Z,19.0,19.0
19533,0981.HK,,2022-02-08T00:00:00Z,18.84,18.84
19534,0981.HK,,2022-02-09T00:00:00Z,19.5,19.5
19535,0981.HK,,2022-02-10T00:00:00Z,19.66,19.66
19536,0981.HK,,2022-02-11T00:00:00Z,20.15,20.15
19537,0981.HK,,2022-02-14T00:00:00Z,20.2,20.2
19538,0981.HK,,2022-02-15T00:00:00Z,20.55,20.55
19539,0981.HK,,2022-02-16T00:00:00Z,20.65,20.65
19540,0981.HK,,2022-02-17T00:00:00Z,20.25,20.25
19541,0981.HK,,2022-02-18T00:00:00Z,20.2,20.2
19542,0981.HK,,2022-02-21T00:00:00Z,20.1,20.1
19543,0981.HK,,2022-02-22T00:00:00Z,19.66,19.66
19544,0981.HK,,2022-02-23T00:00:00Z,20.2,20.2
19545,0981.HK,,2022-02-24T00:00:00Z,19.7,19.7
19546,0981.HK,,2022-02-25T00:00:00Z,19.8,19.8
19547,0981.HK,,2022-02-28T00:00:00Z,19.6,19.6
19548,0981.HK,,2022-03-01T00:00:00Z,19.52,19.52
19549,0981.HK,,2022-03-02T00:00:00Z,18.84,18.84
19550,0981.HK,,2022-03-03T00:00:00Z,18.64,18.64
19551,0981.HK,,2022-03-04T00:00:00Z,18.08,18.08
19552,0981.HK,,2022-03-07T00:00:00Z,17.5,17.5
19553,0981.HK,,2022-03-08T00:00:00Z,17.24,17.24
19554,0981.HK,,2022-03-09T00:00:00Z,17.64,17.64
19555,0981.HK,,2022-03-10T00:00:00Z,18.08,18.08
19556,0981.HK,,2022-03-11T00:00:00Z,18.08,18.08
19557,0981.HK,,2022-03-14T00:00:00Z,17.06,17.06
19558,0981.HK,,2022-03-15T00:00:00Z,15.14,15.14
19559,0981.HK,,2022-03-16T00:00:00Z,16.5,16.5
19560,0981.HK,,2022-03-17T00:00:00Z,17.06,17.06
19561,0981.HK,,2022-03-18T00:00:00Z,17.02,17.02
19562,0981.HK,,2022-03-21T00:00:00Z,17.42,17.42
19563,0981.HK,,2022-03-22T00:00:00Z,17.7,17.7
19564,0981.HK,,2022-03-23T00:00:00Z,18.14,18.14
19565,0981.HK,,2022-03-24T00:00:00Z,17.64,17.64
19566,0981.HK,,2022-03-25T00:00:00Z,16.8,16.8
19567,0981.HK,,2022-03-28T00:00:00Z,16.94,16.94
19568,0981.HK,,2022-03-29T00:00:00Z,17.04,17.04
19569,0981.HK,,2022-03-30T00:00:00Z,17.34,17.34
19570,0981.HK,,2022-03-31T00:00:00Z,17.14,17.14
19571,0981.HK,,2022-04-01T00:00:00Z,16.98,16.98
19572,0981.HK,,2022-04-04T00:00:00Z,17.28,17.28
19573,0981.HK,,2022-04-06T00:00:00Z,17.06,17.06
19574,0981.HK,,2022-04-07T00:00:00Z,16.8,16.8
19575,0981.HK,,2022-04-08T00:00:00Z,17.08,17.08
19576,0981.HK,,2022-04-11T00:00:00Z,16.28,16.28
19577,0981.HK,,2022-04-12T00:00:00Z,16.54,16.54
19578,0981.HK,,2022-04-13T00:00:00Z,16.34,16.34
19579,0981.HK,,2022-04-14T00:00:00Z,16.6,16.6
19580,0981.HK,,2022-04-19T00:00:00Z,16.32,16.32
19581,0981.HK,,2022-04-20T00:00:00Z,16.24,16.24
19582,0981.HK,,2022-04-21T00:00:00Z,15.72,15.72
19583,0981.HK,,2022-04-22T00:00:00Z,15.9,15.9
19584,0981.HK,,2022-04-25T00:00:00Z,15.0,15.0
19585,0981.HK,,2022-04-26T00:00:00Z,14.92,14.92
19586,0981.HK,,2022-04-27T00:00:00Z,15.3,15.3
19587,0981.HK,,2022-04-28T00:00:00Z,15.56,15.56
19588,0981.HK,,2022-04-29T00:00:00Z,16.42,16.42
19589,0981.HK,,2022-05-03T00:00:00Z,16.44,16.44
19590,0981.HK,,2022-05-04T00:00:00Z,16.04,16.04
19591,0981.HK,,2022-05-05T00:00:00Z,16.1,16.1
19592,0981.HK,,2022-05-06T00:00:00Z,15.22,15.22
19593,0981.HK,,2022-05-10T00:00:00Z,15.16,15.16
19594,0981.HK,,2022-05-11T00:00:00Z,15.82,15.82
19595,0981.HK,,2022-05-12T00:00:00Z,15.76,15.76
19596,0981.HK,,2022-05-13T00:00:00Z,15.98,15.98
19597,0981.HK,,2022-05-16T00:00:00Z,15.64,15.64
19598,0981.HK,,2022-05-17T00:00:00Z,15.94,15.94
19599,0981.HK,,2022-05-18T00:00:00Z,15.84,15.84
19600,0981.HK,,2022-05-19T00:00:00Z,15.88,15.88
19601,0981.HK,,2022-05-20T00:00:00Z,16.28,16.28
19602,0981.HK,,2022-05-23T00:00:00Z,16.82,16.82
19603,0981.HK,,2022-05-24T00:00:00Z,16.68,16.68
19604,0981.HK,,2022-05-25T00:00:00Z,17.0,17.0
19605,0981.HK,,2022-05-26T00:00:00Z,17.06,17.06
19606,0981.HK,,2022-05-27T00:00:00Z,17.26,17.26
19607,0981.HK,,2022-05-30T00:00:00Z,17.36,17.36
19608,0981.HK,,2022-05-31T00:00:00Z,17.1,17.1
19609,0981.HK,,2022-06-01T00:00:00Z,17.02,17.02
19610,0981.HK,,2022-06-02T00:00:00Z,17.2,17.2
19611,0981.HK,,2022-06-06T00:00:00Z,17.8,17.8
19612,0981.HK,,2022-06-07T00:00:00Z,17.9,17.9
19613,0981.HK,,2022-06-08T00:00:00Z,17.82,17.82
19614,0981.HK,,2022-06-09T00:00:00Z,17.46,17.46
19615,0981.HK,,2022-06-10T00:00:00Z,18.86,18.86
19616,0981.HK,,2022-06-13T00:00:00Z,18.86,18.86
19617,0981.HK,,2022-06-14T00:00:00Z,18.44,18.44
19618,0981.HK,,2022-06-15T00:00:00Z,18.38,18.38
19619,0981.HK,,2022-06-16T00:00:00Z,17.78,17.78
19620,0981.HK,,2022-06-17T00:00:00Z,18.08,18.08
19621,0981.HK,,2022-06-20T00:00:00Z,17.8,17.8
19622,0981.HK,,2022-06-21T00:00:00Z,18.02,18.02
19623,0981.HK,,2022-06-22T00:00:00Z,17.54,17.54
19624,0981.HK,,2022-06-23T00:00:00Z,17.72,17.72
